"tabela","categoria","idade_cat","sexo","prev_excesso","erro_excesso","prev_obesidade","erro_obesidade"
"estados","Para","9a","Masculino",22.67,0.67,9.08,0.46
"estados","Paraiba","9a","Masculino",28.81,0.79,12.74,0.58
"estados","Parana","9a","Masculino",32.2,0.48,15.42,0.37
"estados","Pernambuco","9a","Masculino",31.3,0.92,15.63,0.72
"estados","Piaui","9a","Masculino",25.92,1.04,12.46,0.78
"estados","Rio Grande do Norte","9a","Masculino",35.96,1.19,18.01,0.95
"estados","Rio Grande do Sul","9a","Masculino",40.4,0.64,21,0.53
"estados","Rio de Janeiro","9a","Masculino",31.22,1.02,16.07,0.81
"estados","Rondonia","9a","Masculino",26.6,1.72,12.61,1.29
"estados","Roraima","9a","Masculino",33.05,4.33,16.1,3.38
"estados","Santa Catarina","9a","Masculino",33.75,0.84,16.19,0.65
"estados","Sao Paulo","9a","Masculino",36.1,0.53,19.03,0.43
"estados","Sergipe","9a","Masculino",25.03,1.51,10.4,1.06
"estados","Tocantins","9a","Masculino",22.39,1.05,9.11,0.72
"raca","Amarela","0 - 5m","Feminino",12.45,2.09,6.02,1.51
"raca","Branca","0 - 5m","Feminino",6.45,0.12,1.85,0.06
"raca","Indígena","0 - 5m","Feminino",15.66,2.17,4.63,1.25
"raca","NI","0 - 5m","Feminino",9.28,0.43,2.81,0.24
"raca","Parda","0 - 5m","Feminino",10.66,0.13,3.53,0.08
"raca","Preta","0 - 5m","Feminino",9.23,0.4,2.91,0.23
"raca","Amarela","0 - 5m","Masculino",11.64,2.11,2.16,0.95
"raca","Branca","0 - 5m","Masculino",7.75,0.13,2.28,0.07
"raca","Indígena","0 - 5m","Masculino",16.61,2.12,4.89,1.23
"raca","NI","0 - 5m","Masculino",9.96,0.44,3.13,0.25
"raca","Parda","0 - 5m","Masculino",12.62,0.14,4.27,0.08
"raca","Preta","0 - 5m","Masculino",10.29,0.4,3.43,0.24
"raca","Amarela","06 - 11m","Feminino",19.13,1.41,6.8,0.9
"raca","Branca","06 - 11m","Feminino",13.17,0.11,3.9,0.06
"raca","Indígena","06 - 11m","Feminino",18.68,0.84,6.44,0.53
"raca","NI","06 - 11m","Feminino",17.21,0.32,5.98,0.2
"raca","Parda","06 - 11m","Feminino",18.62,0.09,6.47,0.05
"raca","Preta","06 - 11m","Feminino",16.74,0.29,5.6,0.18
"raca","Amarela","06 - 11m","Masculino",18.6,1.44,4.65,0.78
"raca","Branca","06 - 11m","Masculino",14.96,0.12,4.73,0.07
"raca","Indígena","06 - 11m","Masculino",20.96,0.86,6.7,0.53
"raca","NI","06 - 11m","Masculino",18.71,0.33,6.42,0.21
"raca","Parda","06 - 11m","Masculino",20.6,0.09,7.38,0.06
"raca","Preta","06 - 11m","Masculino",18.37,0.3,6.23,0.19
"raca","Amarela","12 - 17m","Feminino",20.02,1.11,6.54,0.69
"raca","Branca","12 - 17m","Feminino",16.69,0.1,4.79,0.06
"raca","Indígena","12 - 17m","Feminino",18.5,0.58,5.21,0.33
"raca","NI","12 - 17m","Feminino",18.95,0.27,6.13,0.16
"raca","Parda","12 - 17m","Feminino",19.83,0.07,6.57,0.04
"raca","Preta","12 - 17m","Feminino",18.36,0.24,5.9,0.15
"raca","Amarela","12 - 17m","Masculino",20.98,1.18,7.53,0.77
"raca","Branca","12 - 17m","Masculino",18.16,0.1,5.53,0.06
"raca","Indígena","12 - 17m","Masculino",19.19,0.59,5.61,0.34
"raca","NI","12 - 17m","Masculino",20.32,0.27,6.94,0.17
"raca","Parda","12 - 17m","Masculino",21.23,0.07,7.28,0.04
"raca","Preta","12 - 17m","Masculino",19.73,0.25,6.72,0.16
"raca","Amarela","18 - 23m","Feminino",16.44,0.9,5.12,0.54
"raca","Branca","18 - 23m","Feminino",16.67,0.09,4.84,0.05
"raca","Indígena","18 - 23m","Feminino",16.3,0.46,4.69,0.26
"raca","NI","18 - 23m","Feminino",17.91,0.23,5.58,0.14
"raca","Parda","18 - 23m","Feminino",18.19,0.06,5.86,0.04
"raca","Preta","18 - 23m","Feminino",17.31,0.21,5.31,0.12
"raca","Amarela","18 - 23m","Masculino",17.49,0.93,7.01,0.62
"raca","Branca","18 - 23m","Masculino",18.02,0.09,5.48,0.05
"raca","Indígena","18 - 23m","Masculino",17.96,0.48,5.14,0.27
"raca","NI","18 - 23m","Masculino",19.13,0.23,6.49,0.15
"raca","Parda","18 - 23m","Masculino",19.45,0.06,6.6,0.04
"raca","Preta","18 - 23m","Masculino",18.98,0.22,6.19,0.13
"raca","Amarela","2a","Feminino",13.45,0.6,4.27,0.36
"raca","Branca","2a","Feminino",13.47,0.06,4.26,0.03
"raca","Indígena","2a","Feminino",12.55,0.29,3.66,0.16
"raca","NI","2a","Feminino",13.38,0.15,4.45,0.09
"raca","Parda","2a","Feminino",13.31,0.04,4.44,0.02
"raca","Preta","2a","Feminino",13.31,0.14,4.34,0.08
"raca","Amarela","2a","Masculino",14.54,0.63,4.34,0.36
"raca","Branca","2a","Masculino",14.31,0.06,4.68,0.04
"raca","Indígena","2a","Masculino",14.58,0.31,4.3,0.18
"raca","NI","2a","Masculino",14.35,0.15,5.13,0.09
"raca","Parda","2a","Masculino",14.59,0.04,5.14,0.02
"raca","Preta","2a","Masculino",14.48,0.14,4.91,0.09
"raca","Amarela","3a","Feminino",10.23,0.5,3.62,0.31
"raca","Branca","3a","Feminino",11.92,0.05,3.83,0.03
"raca","Indígena","3a","Feminino",9.57,0.24,2.45,0.13
"raca","NI","3a","Feminino",11.13,0.12,3.76,0.07
"raca","Parda","3a","Feminino",10.67,0.03,3.47,0.02
"raca","Preta","3a","Feminino",10.8,0.12,3.67,0.07
"raca","Amarela","3a","Masculino",12.12,0.54,4.8,0.35
"raca","Branca","3a","Masculino",13.18,0.05,4.74,0.03
"raca","Indígena","3a","Masculino",12.89,0.27,3.45,0.15
"raca","NI","3a","Masculino",12.61,0.13,4.74,0.08
"raca","Parda","3a","Masculino",12.27,0.03,4.52,0.02
"raca","Preta","3a","Masculino",12.43,0.13,4.45,0.08
"raca","Amarela","4a","Feminino",8.7,0.46,3.09,0.28
"raca","Branca","4a","Feminino",10.16,0.05,3.55,0.03
"raca","Indígena","4a","Feminino",6.25,0.2,1.5,0.1
"raca","NI","4a","Feminino",9.26,0.11,3.15,0.07
"raca","Parda","4a","Feminino",8.37,0.03,2.86,0.02
"raca","Preta","4a","Feminino",8.96,0.12,3.17,0.07
"raca","Amarela","4a","Masculino",9.65,0.47,3.74,0.3
"raca","Branca","4a","Masculino",11.87,0.05,4.45,0.03
"raca","Indígena","4a","Masculino",9.19,0.24,2.5,0.13
"raca","NI","4a","Masculino",10.85,0.12,4,0.08
"raca","Parda","4a","Masculino",10.16,0.03,3.79,0.02
"raca","Preta","4a","Masculino",10.35,0.13,3.91,0.08
"raca","Amarela","5a","Feminino",19.59,0.64,7.14,0.42
"raca","Branca","5a","Feminino",25.24,0.07,9.79,0.04
"raca","Indígena","5a","Feminino",20.88,0.35,5.2,0.19
"raca","NI","5a","Feminino",22.9,0.16,8.76,0.11
"raca","Parda","5a","Feminino",20.91,0.04,7.87,0.03
"raca","Preta","5a","Feminino",22.23,0.19,8.64,0.13
"raca","Amarela","5a","Masculino",25.29,0.7,10.07,0.48
"raca","Branca","5a","Masculino",29.05,0.07,11.92,0.05
"raca","Indígena","5a","Masculino",28.16,0.4,7.59,0.23
"raca","NI","5a","Masculino",26.13,0.17,10.74,0.12
"raca","Parda","5a","Masculino",24.48,0.05,9.84,0.03
"raca","Preta","5a","Masculino",25.05,0.2,10.11,0.14
"raca","Amarela","6a","Feminino",19.55,0.68,6.55,0.43
"raca","Branca","6a","Feminino",25.58,0.07,9.91,0.05
"raca","Indígena","6a","Feminino",21.04,0.4,5.35,0.22
"raca","NI","6a","Feminino",23.49,0.17,8.98,0.12
"raca","Parda","6a","Feminino",21.22,0.05,7.96,0.03
"raca","Preta","6a","Feminino",23.22,0.24,8.9,0.16
"raca","Amarela","6a","Masculino",21.24,0.71,8.88,0.49
"raca","Branca","6a","Masculino",27.87,0.08,12.03,0.05
"raca","Indígena","6a","Masculino",27.37,0.46,7.92,0.28
"raca","NI","6a","Masculino",25.46,0.18,11.24,0.13
"raca","Parda","6a","Masculino",23.55,0.05,10,0.04
"raca","Preta","6a","Masculino",24.44,0.25,10.24,0.17
"raca","Amarela","7a","Feminino",21.6,1.11,7.95,0.73
"raca","Branca","7a","Feminino",27.73,0.1,11.01,0.07
"raca","Indígena","7a","Feminino",21.17,0.57,5.55,0.32
"raca","NI","7a","Feminino",25.57,0.27,10.09,0.19
"raca","Parda","7a","Feminino",23.26,0.07,8.8,0.05
"raca","Preta","7a","Feminino",25.2,0.4,9.94,0.28
"raca","Amarela","7a","Masculino",24.6,1.37,9.62,0.94
"raca","Branca","7a","Masculino",28.67,0.12,12.8,0.09
"raca","Indígena","7a","Masculino",25.19,0.8,7.58,0.49
"raca","NI","7a","Masculino",26.31,0.33,11.44,0.24
"raca","Parda","7a","Masculino",23.85,0.09,10.25,0.06
"raca","Preta","7a","Masculino",24.85,0.46,10.66,0.33
"raca","Amarela","8a","Feminino",26.58,1.42,11.11,1.01
"raca","Branca","8a","Feminino",30.26,0.12,12.06,0.09
"raca","Indígena","8a","Feminino",22.81,0.71,6.2,0.41
"raca","NI","8a","Feminino",28.84,0.34,11.92,0.25
"raca","Parda","8a","Feminino",25.47,0.09,9.54,0.06
"raca","Preta","8a","Feminino",27.77,0.5,11.25,0.35
"raca","Amarela","8a","Masculino",20.97,2.31,6.45,1.4
"raca","Branca","8a","Masculino",30.6,0.21,14.73,0.16
"raca","Indígena","8a","Masculino",23.53,2.66,8.24,1.72
"raca","NI","8a","Masculino",28.64,0.66,13.83,0.5
"raca","Parda","8a","Masculino",25.09,0.19,11.26,0.14
"raca","Preta","8a","Masculino",28.2,0.86,13.24,0.65
"raca","Amarela","9a","Feminino",26.62,1.36,7.43,0.8
"raca","Branca","9a","Feminino",31.24,0.13,11.8,0.09
"raca","Indígena","9a","Feminino",24.78,0.78,7.46,0.48
"raca","NI","9a","Feminino",30.42,0.36,11.17,0.24
"raca","Parda","9a","Feminino",26.36,0.09,9.12,0.06
"raca","Preta","9a","Feminino",29.02,0.51,10.91,0.35
"raca","Amarela","9a","Masculino",28.97,2.86,11.51,2.01
"raca","Branca","9a","Masculino",33.02,0.23,16.09,0.18
"raca","Indígena","9a","Masculino",25.27,2.63,9.89,1.81
"raca","NI","9a","Masculino",31.12,0.74,14.77,0.57
"raca","Parda","9a","Masculino",27.03,0.21,12.22,0.16
"raca","Preta","9a","Masculino",30.31,0.98,14.03,0.74
