"tabela","categoria","idade_cat","sexo","region_cadunico","med_altura","med_peso","med_imc","n_dist"
"raca","Preta","4a","Masculino","Urbana",-0.07,0.16,0.32,43798
"raca","Amarela","5a","Feminino","Rural",-0.41,-0.33,-0.13,1445
"raca","Amarela","5a","Feminino","Urbana",-0.18,-0.07,0.05,2404
"raca","Branca","5a","Feminino","Rural",-0.09,0.04,0.13,107673
"raca","Branca","5a","Feminino","Urbana",-0.01,0.2,0.28,328629
"raca","Indígena","5a","Feminino","Rural",-1.03,-0.51,0.2,9146
"raca","Indígena","5a","Feminino","Urbana",-0.76,-0.38,0.13,3993
"raca","Parda","5a","Feminino","Rural",-0.26,-0.2,-0.07,291879
"raca","Parda","5a","Feminino","Urbana",-0.13,-0.02,0.08,596994
"raca","Preta","5a","Feminino","Rural",-0.14,-0.14,-0.09,11836
"raca","Preta","5a","Feminino","Urbana",0.04,0.13,0.15,33932
"raca","Amarela","5a","Masculino","Rural",-0.36,-0.12,0.14,1501
"raca","Amarela","5a","Masculino","Urbana",-0.11,0.1,0.22,2401
"raca","Branca","5a","Masculino","Rural",-0.1,0.16,0.3,103542
"raca","Branca","5a","Masculino","Urbana",-0.01,0.29,0.42,303903
"raca","Indígena","5a","Masculino","Rural",-1.11,-0.45,0.4,9323
"raca","Indígena","5a","Masculino","Urbana",-0.79,-0.3,0.3,3410
"raca","Parda","5a","Masculino","Rural",-0.3,-0.11,0.09,288866
"raca","Parda","5a","Masculino","Urbana",-0.15,0.07,0.22,568755
"raca","Preta","5a","Masculino","Rural",-0.19,-0.07,0.05,11902
"raca","Preta","5a","Masculino","Urbana",-0.02,0.19,0.28,33997
"raca","Amarela","6a","Feminino","Rural",-0.31,-0.26,-0.14,1368
"raca","Amarela","6a","Feminino","Urbana",-0.09,0,0.04,1993
"raca","Branca","6a","Feminino","Rural",-0.03,0.09,0.12,98362
"raca","Branca","6a","Feminino","Urbana",0.07,0.26,0.28,287066
"raca","Indígena","6a","Feminino","Rural",-0.92,-0.38,0.24,7309
"raca","Indígena","6a","Feminino","Urbana",-0.71,-0.31,0.15,3188
"raca","Parda","6a","Feminino","Rural",-0.21,-0.13,-0.05,245771
"raca","Parda","6a","Feminino","Urbana",-0.06,0.06,0.1,487959
"raca","Preta","6a","Feminino","Rural",-0.09,-0.09,-0.08,8280
"raca","Preta","6a","Feminino","Urbana",0.11,0.22,0.19,22070
"raca","Amarela","6a","Masculino","Rural",-0.3,-0.17,0,1350
"raca","Amarela","6a","Masculino","Urbana",-0.21,-0.04,0.11,1983
"raca","Branca","6a","Masculino","Rural",-0.08,0.13,0.24,94221
"raca","Branca","6a","Masculino","Urbana",0.02,0.29,0.37,261500
"raca","Indígena","6a","Masculino","Rural",-1.03,-0.39,0.4,6967
"raca","Indígena","6a","Masculino","Urbana",-0.72,-0.25,0.29,2612
"raca","Parda","6a","Masculino","Rural",-0.29,-0.14,0.03,240233
"raca","Parda","6a","Masculino","Urbana",-0.13,0.07,0.18,453656
"raca","Preta","6a","Masculino","Rural",-0.22,-0.1,0.02,8455
"raca","Preta","6a","Masculino","Urbana",0.01,0.2,0.26,22044
"raca","Amarela","7a","Feminino","Rural",-0.16,-0.04,0.01,512
"raca","Amarela","7a","Feminino","Urbana",0.04,0.11,0.06,872
"raca","Branca","7a","Feminino","Rural",0.06,0.2,0.2,48284
"raca","Branca","7a","Feminino","Urbana",0.15,0.36,0.34,141879
"raca","Indígena","7a","Feminino","Rural",-0.81,-0.28,0.26,3532
"raca","Indígena","7a","Feminino","Urbana",-0.63,-0.24,0.17,1569
"raca","Parda","7a","Feminino","Rural",-0.11,-0.02,0.01,124268
"raca","Parda","7a","Feminino","Urbana",0.03,0.16,0.15,244500
"raca","Preta","7a","Feminino","Rural",-0.03,-0.01,-0.03,3003
"raca","Preta","7a","Feminino","Urbana",0.18,0.32,0.26,8601
"raca","Amarela","7a","Masculino","Rural",-0.32,-0.12,0.08,400
"raca","Amarela","7a","Masculino","Urbana",-0.13,0.03,0.13,588
"raca","Branca","7a","Masculino","Rural",-0.01,0.19,0.25,35191
"raca","Branca","7a","Masculino","Urbana",0.1,0.35,0.38,96153
"raca","Indígena","7a","Masculino","Rural",-0.92,-0.35,0.35,2127
"raca","Indígena","7a","Masculino","Urbana",-0.64,-0.24,0.24,830
"raca","Parda","7a","Masculino","Rural",-0.21,-0.1,0.02,80659
"raca","Parda","7a","Masculino","Urbana",-0.05,0.11,0.18,149737
"raca","Preta","7a","Masculino","Rural",-0.14,-0.07,0,2372
"raca","Preta","7a","Masculino","Urbana",0.07,0.27,0.29,6449
"raca","Amarela","8a","Feminino","Rural",-0.22,0.05,0.2,369
"raca","Amarela","8a","Feminino","Urbana",0.09,0.18,0.15,594
"raca","Branca","8a","Feminino","Rural",0.05,0.23,0.24,36306
"raca","Branca","8a","Feminino","Urbana",0.15,0.39,0.38,98911
"raca","Indígena","8a","Feminino","Rural",-0.81,-0.23,0.32,2453
"raca","Indígena","8a","Feminino","Urbana",-0.62,-0.19,0.2,1001
"raca","Parda","8a","Feminino","Rural",-0.12,0.01,0.07,93345
"raca","Parda","8a","Feminino","Urbana",0.03,0.19,0.2,164635
"raca","Preta","8a","Feminino","Rural",-0.06,0.02,0.03,2275
"raca","Preta","8a","Feminino","Urbana",0.21,0.39,0.35,5680
"raca","Amarela","8a","Masculino","Rural",-0.07,-0.01,0.01,123
"raca","Amarela","8a","Masculino","Urbana",-0.1,-0.08,-0.07,187
"raca","Branca","8a","Masculino","Rural",0,0.25,0.31,13368
"raca","Branca","8a","Masculino","Urbana",0.13,0.44,0.47,36584
"raca","Indígena","8a","Masculino","Rural",-0.8,-0.3,0.27,119
"raca","Indígena","8a","Masculino","Urbana",-0.53,-0.18,0.17,136
"raca","Parda","8a","Masculino","Rural",-0.17,-0.04,0.04,18126
"raca","Parda","8a","Masculino","Urbana",0.01,0.19,0.22,35578
"raca","Preta","8a","Masculino","Rural",-0.15,0.08,0.19,658
"raca","Preta","8a","Masculino","Urbana",0.21,0.39,0.34,2076
"raca","Amarela","9a","Feminino","Rural",-0.23,-0.01,0.14,485
"raca","Amarela","9a","Feminino","Urbana",-0.02,0.18,0.23,578
"raca","Branca","9a","Feminino","Rural",-0.05,0.18,0.24,36172
"raca","Branca","9a","Feminino","Urbana",0.09,0.35,0.37,90613
"raca","Indígena","9a","Feminino","Rural",-0.82,-0.23,0.3,2179
"raca","Indígena","9a","Feminino","Urbana",-0.62,-0.12,0.29,876
"raca","Parda","9a","Feminino","Rural",-0.21,-0.04,0.07,89605
"raca","Parda","9a","Feminino","Urbana",-0.04,0.15,0.2,146701
"raca","Preta","9a","Feminino","Rural",-0.12,0.04,0.1,2405
"raca","Preta","9a","Feminino","Urbana",0.14,0.32,0.29,5370
"raca","Amarela","9a","Masculino","Rural",-0.25,0.01,0.18,97
"raca","Amarela","9a","Masculino","Urbana",-0.06,0.12,0.16,155
"raca","Branca","9a","Masculino","Rural",-0.01,0.27,0.35,11424
"raca","Branca","9a","Masculino","Urbana",0.13,0.47,0.52,29937
"raca","Indígena","9a","Masculino","Rural",-0.5,-0.1,0.23,120
"raca","Indígena","9a","Masculino","Urbana",-0.41,-0.11,0.16,153
"raca","Parda","9a","Masculino","Rural",-0.22,-0.02,0.1,15180
"raca","Parda","9a","Masculino","Urbana",-0.02,0.21,0.27,27952
"raca","Preta","9a","Masculino","Rural",-0.08,0.05,0.09,548
"raca","Preta","9a","Masculino","Urbana",0.16,0.45,0.47,1669
