"tabela","categoria","idade_cat","sexo","region_cadunico","med_altura","med_peso","med_imc","n_dist"
"estados","Sergipe","18 - 23m","Feminino","Urbana",-0.16,0.49,0.84,7528
"estados","Tocantins","18 - 23m","Feminino","Rural",-0.72,0.01,0.63,1974
"estados","Tocantins","18 - 23m","Feminino","Urbana",-0.54,0.07,0.56,6606
"estados","Acre","18 - 23m","Masculino","Rural",-1.17,-0.21,0.74,1953
"estados","Acre","18 - 23m","Masculino","Urbana",-0.74,0.05,0.71,2521
"estados","Alagoas","18 - 23m","Masculino","Rural",-0.62,0.21,0.84,7580
"estados","Alagoas","18 - 23m","Masculino","Urbana",-0.62,0.2,0.83,10288
"estados","Amapa","18 - 23m","Masculino","Rural",-1.43,-0.29,0.85,413
"estados","Amapa","18 - 23m","Masculino","Urbana",-1.22,-0.1,0.92,1529
"estados","Amazonas","18 - 23m","Masculino","Rural",-1.4,-0.43,0.62,5472
"estados","Amazonas","18 - 23m","Masculino","Urbana",-0.98,-0.1,0.72,14827
"estados","Bahia","18 - 23m","Masculino","Rural",-0.52,0.04,0.51,34302
"estados","Bahia","18 - 23m","Masculino","Urbana",-0.47,0.12,0.58,44935
"estados","Ceara","18 - 23m","Masculino","Rural",-0.58,0.26,0.88,23552
"estados","Ceara","18 - 23m","Masculino","Urbana",-0.53,0.33,0.94,29248
"estados","Distrito Federal","18 - 23m","Masculino","Rural",-0.63,-0.04,0.49,413
"estados","Distrito Federal","18 - 23m","Masculino","Urbana",-0.66,-0.04,0.53,2186
"estados","Espirito Santo","18 - 23m","Masculino","Rural",-0.24,0.3,0.63,3415
"estados","Espirito Santo","18 - 23m","Masculino","Urbana",-0.36,0.26,0.68,8637
"estados","Goias","18 - 23m","Masculino","Rural",-0.46,0.05,0.49,1559
"estados","Goias","18 - 23m","Masculino","Urbana",-0.53,0.09,0.59,14371
"estados","Maranhao","18 - 23m","Masculino","Rural",-1.06,-0.21,0.64,17811
"estados","Maranhao","18 - 23m","Masculino","Urbana",-0.9,-0.13,0.61,24441
"estados","Mato Grosso","18 - 23m","Masculino","Rural",-0.7,-0.05,0.55,1647
"estados","Mato Grosso","18 - 23m","Masculino","Urbana",-0.56,0.06,0.58,7541
"estados","Mato Grosso do Sul","18 - 23m","Masculino","Rural",-0.89,-0.08,0.68,1427
"estados","Mato Grosso do Sul","18 - 23m","Masculino","Urbana",-0.59,0.13,0.7,7625
"estados","Minas Gerais","18 - 23m","Masculino","Rural",-0.41,0.13,0.55,19209
"estados","Minas Gerais","18 - 23m","Masculino","Urbana",-0.4,0.18,0.61,57808
"estados","Para","18 - 23m","Masculino","Rural",-1.2,-0.27,0.67,16148
"estados","Para","18 - 23m","Masculino","Urbana",-0.95,-0.08,0.72,23302
"estados","Paraiba","18 - 23m","Masculino","Rural",-0.43,0.32,0.83,11252
"estados","Paraiba","18 - 23m","Masculino","Urbana",-0.4,0.34,0.83,20056
"estados","Parana","18 - 23m","Masculino","Rural",-0.41,0.25,0.71,8402
"estados","Parana","18 - 23m","Masculino","Urbana",-0.38,0.3,0.75,40602
"estados","Pernambuco","18 - 23m","Masculino","Rural",-0.56,0.24,0.83,15091
"estados","Pernambuco","18 - 23m","Masculino","Urbana",-0.42,0.32,0.82,24773
"estados","Piaui","18 - 23m","Masculino","Rural",-0.66,-0.03,0.54,9215
"estados","Piaui","18 - 23m","Masculino","Urbana",-0.54,0.06,0.56,10873
"estados","Rio Grande do Norte","18 - 23m","Masculino","Rural",-0.5,0.29,0.84,5473
"estados","Rio Grande do Norte","18 - 23m","Masculino","Urbana",-0.53,0.27,0.84,9791
"estados","Rio Grande do Sul","18 - 23m","Masculino","Rural",-0.51,0.33,0.91,4337
"estados","Rio Grande do Sul","18 - 23m","Masculino","Urbana",-0.54,0.32,0.93,18991
"estados","Rio de Janeiro","18 - 23m","Masculino","Rural",-0.48,0.21,0.72,2599
"estados","Rio de Janeiro","18 - 23m","Masculino","Urbana",-0.68,0.12,0.77,22294
"estados","Rondonia","18 - 23m","Masculino","Rural",-0.37,0.13,0.5,1675
"estados","Rondonia","18 - 23m","Masculino","Urbana",-0.56,0.12,0.66,2567
"estados","Roraima","18 - 23m","Masculino","Rural",-1.4,-0.4,0.67,600
"estados","Roraima","18 - 23m","Masculino","Urbana",-0.92,-0.08,0.7,1592
"estados","Santa Catarina","18 - 23m","Masculino","Rural",-0.52,0.15,0.68,2402
"estados","Santa Catarina","18 - 23m","Masculino","Urbana",-0.55,0.17,0.71,7785
"estados","Sao Paulo","18 - 23m","Masculino","Rural",-0.56,0.17,0.73,5307
"estados","Sao Paulo","18 - 23m","Masculino","Urbana",-0.59,0.15,0.74,56103
"estados","Sergipe","18 - 23m","Masculino","Rural",-0.46,0.29,0.81,5257
"estados","Sergipe","18 - 23m","Masculino","Urbana",-0.36,0.33,0.79,6842
"estados","Tocantins","18 - 23m","Masculino","Rural",-0.97,-0.12,0.67,1957
"estados","Tocantins","18 - 23m","Masculino","Urbana",-0.71,-0.01,0.6,6430
"estados","Acre","2a","Feminino","Rural",-0.87,-0.28,0.36,3723
"estados","Acre","2a","Feminino","Urbana",-0.48,-0.06,0.32,4914
"estados","Alagoas","2a","Feminino","Rural",-0.27,0.16,0.46,14038
"estados","Alagoas","2a","Feminino","Urbana",-0.21,0.21,0.47,21778
"estados","Amapa","2a","Feminino","Rural",-1,-0.4,0.32,973
"estados","Amapa","2a","Feminino","Urbana",-0.97,-0.32,0.39,3502
"estados","Amazonas","2a","Feminino","Rural",-1.08,-0.45,0.32,11569
"estados","Amazonas","2a","Feminino","Urbana",-0.71,-0.2,0.34,32141
"estados","Bahia","2a","Feminino","Rural",-0.16,0.04,0.18,64531
"estados","Bahia","2a","Feminino","Urbana",-0.11,0.14,0.27,89474
"estados","Ceara","2a","Feminino","Rural",-0.23,0.22,0.5,45160
"estados","Ceara","2a","Feminino","Urbana",-0.24,0.28,0.61,59479
"estados","Distrito Federal","2a","Feminino","Rural",-0.26,-0.01,0.19,762
"estados","Distrito Federal","2a","Feminino","Urbana",-0.33,0,0.27,4552
"estados","Espirito Santo","2a","Feminino","Rural",0.04,0.23,0.28,5876
"estados","Espirito Santo","2a","Feminino","Urbana",-0.07,0.22,0.35,16539
"estados","Goias","2a","Feminino","Rural",-0.12,0.07,0.2,3217
"estados","Goias","2a","Feminino","Urbana",-0.13,0.12,0.28,29089
"estados","Maranhao","2a","Feminino","Rural",-0.7,-0.29,0.2,35849
"estados","Maranhao","2a","Feminino","Urbana",-0.54,-0.18,0.2,51512
"estados","Mato Grosso","2a","Feminino","Rural",-0.33,0.02,0.3,3329
"estados","Mato Grosso","2a","Feminino","Urbana",-0.23,0.12,0.36,15653
"estados","Mato Grosso do Sul","2a","Feminino","Rural",-0.52,-0.01,0.44,2943
"estados","Mato Grosso do Sul","2a","Feminino","Urbana",-0.28,0.14,0.43,14589
"estados","Minas Gerais","2a","Feminino","Rural",-0.04,0.15,0.23,33210
"estados","Minas Gerais","2a","Feminino","Urbana",-0.05,0.22,0.34,105570
"estados","Para","2a","Feminino","Rural",-0.92,-0.42,0.22,33494
"estados","Para","2a","Feminino","Urbana",-0.63,-0.16,0.32,50028
"estados","Paraiba","2a","Feminino","Rural",-0.09,0.27,0.46,18310
"estados","Paraiba","2a","Feminino","Urbana",-0.07,0.29,0.47,35434
"estados","Parana","2a","Feminino","Rural",-0.11,0.27,0.47,13385
"estados","Parana","2a","Feminino","Urbana",-0.06,0.32,0.49,61881
"estados","Pernambuco","2a","Feminino","Rural",-0.18,0.23,0.49,28191
"estados","Pernambuco","2a","Feminino","Urbana",-0.06,0.31,0.5,50206
"estados","Piaui","2a","Feminino","Rural",-0.39,-0.11,0.17,17462
"estados","Piaui","2a","Feminino","Urbana",-0.28,0,0.23,22238
"estados","Rio Grande do Norte","2a","Feminino","Rural",-0.21,0.21,0.47,10456
"estados","Rio Grande do Norte","2a","Feminino","Urbana",-0.24,0.21,0.51,19772
"estados","Rio Grande do Sul","2a","Feminino","Rural",-0.16,0.32,0.6,8618
"estados","Rio Grande do Sul","2a","Feminino","Urbana",-0.25,0.33,0.68,38209
"estados","Rio de Janeiro","2a","Feminino","Rural",-0.13,0.19,0.37,5413
"estados","Rio de Janeiro","2a","Feminino","Urbana",-0.35,0.12,0.48,50517
"estados","Rondonia","2a","Feminino","Rural",-0.03,0.14,0.22,3477
"estados","Rondonia","2a","Feminino","Urbana",-0.22,0.07,0.28,5567
"estados","Roraima","2a","Feminino","Rural",-1,-0.35,0.38,1347
"estados","Roraima","2a","Feminino","Urbana",-0.65,-0.16,0.32,3756
"estados","Santa Catarina","2a","Feminino","Rural",-0.15,0.21,0.43,4341
"estados","Santa Catarina","2a","Feminino","Urbana",-0.23,0.18,0.45,14120
"estados","Sao Paulo","2a","Feminino","Rural",-0.18,0.22,0.46,10616
"estados","Sao Paulo","2a","Feminino","Urbana",-0.24,0.23,0.53,114554
"estados","Sergipe","2a","Feminino","Rural",-0.1,0.23,0.4,9970
"estados","Sergipe","2a","Feminino","Urbana",-0.02,0.28,0.4,14805
"estados","Tocantins","2a","Feminino","Rural",-0.51,-0.13,0.26,3856
"estados","Tocantins","2a","Feminino","Urbana",-0.32,-0.05,0.19,12490
"estados","Acre","2a","Masculino","Rural",-1.02,-0.3,0.5,3909
"estados","Acre","2a","Masculino","Urbana",-0.62,-0.07,0.45,4979
"estados","Alagoas","2a","Masculino","Rural",-0.35,0.12,0.48,14127
"estados","Alagoas","2a","Masculino","Urbana",-0.3,0.18,0.52,20670
"estados","Amapa","2a","Masculino","Rural",-1.2,-0.51,0.37,971
"estados","Amapa","2a","Masculino","Urbana",-1.03,-0.31,0.49,3459
"estados","Amazonas","2a","Masculino","Rural",-1.2,-0.52,0.35,11685
"estados","Amazonas","2a","Masculino","Urbana",-0.79,-0.22,0.39,31251
"estados","Bahia","2a","Masculino","Rural",-0.27,-0.02,0.19,63848
"estados","Bahia","2a","Masculino","Urbana",-0.22,0.08,0.3,86694
"estados","Ceara","2a","Masculino","Rural",-0.35,0.18,0.55,44375
"estados","Ceara","2a","Masculino","Urbana",-0.32,0.26,0.66,57699
"estados","Distrito Federal","2a","Masculino","Rural",-0.35,-0.05,0.22,814
"estados","Distrito Federal","2a","Masculino","Urbana",-0.39,-0.05,0.27,4703
"estados","Espirito Santo","2a","Masculino","Rural",-0.01,0.23,0.33,6061
"estados","Espirito Santo","2a","Masculino","Urbana",-0.15,0.2,0.4,16199
"estados","Goias","2a","Masculino","Rural",-0.2,0.04,0.22,3124
"estados","Goias","2a","Masculino","Urbana",-0.23,0.09,0.32,28841
"estados","Maranhao","2a","Masculino","Rural",-0.83,-0.36,0.23,36499
"estados","Maranhao","2a","Masculino","Urbana",-0.68,-0.25,0.24,50060
"estados","Mato Grosso","2a","Masculino","Rural",-0.45,0,0.41,3324
"estados","Mato Grosso","2a","Masculino","Urbana",-0.31,0.09,0.39,15196
"estados","Mato Grosso do Sul","2a","Masculino","Rural",-0.61,-0.01,0.53,2880
"estados","Mato Grosso do Sul","2a","Masculino","Urbana",-0.35,0.1,0.45,14386
"estados","Minas Gerais","2a","Masculino","Rural",-0.14,0.11,0.27,33871
"estados","Minas Gerais","2a","Masculino","Urbana",-0.14,0.17,0.36,104834
"estados","Para","2a","Masculino","Rural",-1.03,-0.44,0.29,34129
"estados","Para","2a","Masculino","Urbana",-0.75,-0.21,0.36,48927
"estados","Paraiba","2a","Masculino","Rural",-0.15,0.26,0.5,18389
"estados","Paraiba","2a","Masculino","Urbana",-0.16,0.28,0.52,34775
"estados","Parana","2a","Masculino","Rural",-0.17,0.24,0.48,14017
"estados","Parana","2a","Masculino","Urbana",-0.13,0.3,0.53,63405
"estados","Pernambuco","2a","Masculino","Rural",-0.29,0.18,0.51,28614
"estados","Pernambuco","2a","Masculino","Urbana",-0.16,0.26,0.5,48449
"estados","Piaui","2a","Masculino","Rural",-0.47,-0.13,0.22,17461
"estados","Piaui","2a","Masculino","Urbana",-0.37,-0.04,0.26,21187
"estados","Rio Grande do Norte","2a","Masculino","Rural",-0.3,0.2,0.55,10106
"estados","Rio Grande do Norte","2a","Masculino","Urbana",-0.31,0.2,0.56,18930
"estados","Rio Grande do Sul","2a","Masculino","Rural",-0.24,0.31,0.66,8200
"estados","Rio Grande do Sul","2a","Masculino","Urbana",-0.3,0.31,0.71,36553
"estados","Rio de Janeiro","2a","Masculino","Rural",-0.24,0.16,0.43,5252
"estados","Rio de Janeiro","2a","Masculino","Urbana",-0.46,0.08,0.52,47550
"estados","Rondonia","2a","Masculino","Rural",-0.16,0.11,0.28,3316
"estados","Rondonia","2a","Masculino","Urbana",-0.29,0.07,0.35,5501
"estados","Roraima","2a","Masculino","Rural",-1.16,-0.43,0.44,1371
"estados","Roraima","2a","Masculino","Urbana",-0.79,-0.23,0.37,3566
"estados","Santa Catarina","2a","Masculino","Rural",-0.25,0.19,0.49,4394
"estados","Santa Catarina","2a","Masculino","Urbana",-0.32,0.15,0.49,14012
"estados","Sao Paulo","2a","Masculino","Rural",-0.26,0.18,0.48,10271
"estados","Sao Paulo","2a","Masculino","Urbana",-0.33,0.18,0.55,109925
"estados","Sergipe","2a","Masculino","Rural",-0.2,0.18,0.42,9938
"estados","Sergipe","2a","Masculino","Urbana",-0.12,0.24,0.45,13874
"estados","Tocantins","2a","Masculino","Rural",-0.64,-0.17,0.32,3798
"estados","Tocantins","2a","Masculino","Urbana",-0.43,-0.09,0.23,12127
"estados","Acre","3a","Feminino","Rural",-0.83,-0.39,0.19,4331
"estados","Acre","3a","Feminino","Urbana",-0.5,-0.21,0.15,5772
"estados","Alagoas","3a","Feminino","Rural",-0.22,0.03,0.25,16146
"estados","Alagoas","3a","Feminino","Urbana",-0.17,0.1,0.31,24960
"estados","Amapa","3a","Feminino","Rural",-1.02,-0.51,0.19,1241
"estados","Amapa","3a","Feminino","Urbana",-0.96,-0.46,0.21,4424
"estados","Amazonas","3a","Feminino","Rural",-1.09,-0.6,0.14,14120
"estados","Amazonas","3a","Feminino","Urbana",-0.75,-0.36,0.17,38354
"estados","Bahia","3a","Feminino","Rural",-0.11,-0.07,0,73814
"estados","Bahia","3a","Feminino","Urbana",-0.06,0.04,0.11,101663
"estados","Ceara","3a","Feminino","Rural",-0.22,0.09,0.34,51159
"estados","Ceara","3a","Feminino","Urbana",-0.2,0.18,0.46,68127
"estados","Distrito Federal","3a","Feminino","Rural",-0.25,-0.13,0.03,929
"estados","Distrito Federal","3a","Feminino","Urbana",-0.24,-0.07,0.12,5425
"estados","Espirito Santo","3a","Feminino","Rural",0.09,0.16,0.15,6943
"estados","Espirito Santo","3a","Feminino","Urbana",-0.05,0.13,0.23,18559
"estados","Goias","3a","Feminino","Rural",0,0.05,0.07,3858
"estados","Goias","3a","Feminino","Urbana",-0.04,0.07,0.15,33735
"estados","Maranhao","3a","Feminino","Rural",-0.68,-0.44,-0.02,43636
"estados","Maranhao","3a","Feminino","Urbana",-0.5,-0.33,-0.03,61048
"estados","Mato Grosso","3a","Feminino","Rural",-0.22,0.02,0.24,4087
"estados","Mato Grosso","3a","Feminino","Urbana",-0.14,0.08,0.25,17943
"estados","Mato Grosso do Sul","3a","Feminino","Rural",-0.54,-0.07,0.4,3439
"estados","Mato Grosso do Sul","3a","Feminino","Urbana",-0.2,0.1,0.33,16015
"estados","Minas Gerais","3a","Feminino","Rural",0,0.07,0.1,37377
"estados","Minas Gerais","3a","Feminino","Urbana",0.01,0.16,0.23,116844
"estados","Para","3a","Feminino","Rural",-0.91,-0.57,0.01,40533
"estados","Para","3a","Feminino","Urbana",-0.62,-0.31,0.11,59706
"estados","Paraiba","3a","Feminino","Rural",-0.05,0.16,0.28,20286
"estados","Paraiba","3a","Feminino","Urbana",-0.05,0.19,0.34,38891
"estados","Parana","3a","Feminino","Rural",-0.08,0.22,0.39,13747
"estados","Parana","3a","Feminino","Urbana",-0.03,0.24,0.38,54034
"estados","Pernambuco","3a","Feminino","Rural",-0.1,0.13,0.29,32699
"estados","Pernambuco","3a","Feminino","Urbana",-0.02,0.22,0.35,57973
"estados","Piaui","3a","Feminino","Rural",-0.36,-0.24,-0.02,19963
"estados","Piaui","3a","Feminino","Urbana",-0.24,-0.12,0.05,25508
"estados","Rio Grande do Norte","3a","Feminino","Rural",-0.18,0.11,0.34,11997
"estados","Rio Grande do Norte","3a","Feminino","Urbana",-0.24,0.12,0.41,23125
"estados","Rio Grande do Sul","3a","Feminino","Rural",-0.16,0.27,0.54,10116
"estados","Rio Grande do Sul","3a","Feminino","Urbana",-0.19,0.29,0.61,43892
"estados","Rio de Janeiro","3a","Feminino","Rural",-0.07,0.15,0.28,6597
"estados","Rio de Janeiro","3a","Feminino","Urbana",-0.29,0.06,0.36,60210
"estados","Rondonia","3a","Feminino","Rural",0.01,0.09,0.12,4220
"estados","Rondonia","3a","Feminino","Urbana",-0.18,-0.04,0.11,6731
"estados","Roraima","3a","Feminino","Rural",-1.01,-0.49,0.22,1687
"estados","Roraima","3a","Feminino","Urbana",-0.63,-0.28,0.16,4644
"estados","Santa Catarina","3a","Feminino","Rural",-0.18,0.15,0.38,4985
"estados","Santa Catarina","3a","Feminino","Urbana",-0.22,0.12,0.39,15550
"estados","Sao Paulo","3a","Feminino","Rural",-0.13,0.19,0.4,12280
"estados","Sao Paulo","3a","Feminino","Urbana",-0.15,0.21,0.45,132098
"estados","Sergipe","3a","Feminino","Rural",-0.04,0.08,0.16,11570
"estados","Sergipe","3a","Feminino","Urbana",0.02,0.14,0.2,17299
"estados","Tocantins","3a","Feminino","Rural",-0.45,-0.22,0.08,4461
"estados","Tocantins","3a","Feminino","Urbana",-0.26,-0.15,0.01,14264
"estados","Acre","3a","Masculino","Rural",-0.88,-0.35,0.33,4494
"estados","Acre","3a","Masculino","Urbana",-0.52,-0.1,0.35,5808
"estados","Alagoas","3a","Masculino","Rural",-0.21,0.11,0.37,16068
"estados","Alagoas","3a","Masculino","Urbana",-0.16,0.17,0.41,24095
"estados","Amapa","3a","Masculino","Rural",-1.04,-0.49,0.3,1344
"estados","Amapa","3a","Masculino","Urbana",-0.96,-0.37,0.38,4493
"estados","Amazonas","3a","Masculino","Rural",-1.13,-0.54,0.3,14282
"estados","Amazonas","3a","Masculino","Urbana",-0.72,-0.24,0.33,37533
"estados","Bahia","3a","Masculino","Rural",-0.13,-0.02,0.09,72713
"estados","Bahia","3a","Masculino","Urbana",-0.08,0.09,0.2,98902
"estados","Ceara","3a","Masculino","Rural",-0.22,0.16,0.46,50576
"estados","Ceara","3a","Masculino","Urbana",-0.19,0.26,0.57,66661
"estados","Distrito Federal","3a","Masculino","Rural",-0.24,-0.08,0.11,999
"estados","Distrito Federal","3a","Masculino","Urbana",-0.25,0.01,0.26,5525
"estados","Espirito Santo","3a","Masculino","Rural",0.07,0.23,0.26,6988
"estados","Espirito Santo","3a","Masculino","Urbana",-0.05,0.2,0.33,18336
"estados","Goias","3a","Masculino","Rural",0.01,0.13,0.19,3737
"estados","Goias","3a","Masculino","Urbana",-0.04,0.14,0.24,33558
"estados","Maranhao","3a","Masculino","Rural",-0.72,-0.4,0.1,44431
"estados","Maranhao","3a","Masculino","Urbana",-0.54,-0.29,0.09,59572
"estados","Mato Grosso","3a","Masculino","Rural",-0.21,0.11,0.37,4071
"estados","Mato Grosso","3a","Masculino","Urbana",-0.15,0.13,0.34,17564
"estados","Mato Grosso do Sul","3a","Masculino","Rural",-0.53,0.06,0.61,3430
"estados","Mato Grosso do Sul","3a","Masculino","Urbana",-0.2,0.16,0.43,15811
"estados","Minas Gerais","3a","Masculino","Rural",-0.02,0.13,0.21,38124
"estados","Minas Gerais","3a","Masculino","Urbana",0,0.21,0.31,116604
"estados","Para","3a","Masculino","Rural",-0.94,-0.47,0.2,41286
"estados","Para","3a","Masculino","Urbana",-0.65,-0.26,0.24,58303
"estados","Paraiba","3a","Masculino","Rural",-0.02,0.24,0.38,20469
"estados","Paraiba","3a","Masculino","Urbana",-0.03,0.27,0.43,38672
"estados","Parana","3a","Masculino","Rural",-0.09,0.27,0.49,13969
"estados","Parana","3a","Masculino","Urbana",-0.02,0.31,0.47,54781
"estados","Pernambuco","3a","Masculino","Rural",-0.12,0.19,0.39,32835
"estados","Pernambuco","3a","Masculino","Urbana",-0.01,0.27,0.41,55601
"estados","Piaui","3a","Masculino","Rural",-0.36,-0.16,0.09,20267
"estados","Piaui","3a","Masculino","Urbana",-0.26,-0.06,0.16,25044
"estados","Rio Grande do Norte","3a","Masculino","Rural",-0.18,0.19,0.46,11824
"estados","Rio Grande do Norte","3a","Masculino","Urbana",-0.23,0.19,0.51,21934
"estados","Rio Grande do Sul","3a","Masculino","Rural",-0.09,0.39,0.66,9758
"estados","Rio Grande do Sul","3a","Masculino","Urbana",-0.15,0.38,0.71,41966
"estados","Rio de Janeiro","3a","Masculino","Rural",-0.08,0.24,0.43,6445
"estados","Rio de Janeiro","3a","Masculino","Urbana",-0.28,0.13,0.46,57106
"estados","Rondonia","3a","Masculino","Rural",-0.02,0.15,0.23,3929
"estados","Rondonia","3a","Masculino","Urbana",-0.15,0.07,0.24,6571
"estados","Roraima","3a","Masculino","Rural",-1.08,-0.4,0.45,1753
"estados","Roraima","3a","Masculino","Urbana",-0.7,-0.24,0.3,4463
"estados","Santa Catarina","3a","Masculino","Rural",-0.2,0.2,0.48,5033
"estados","Santa Catarina","3a","Masculino","Urbana",-0.21,0.17,0.46,15260
"estados","Sao Paulo","3a","Masculino","Rural",-0.12,0.24,0.47,11997
"estados","Sao Paulo","3a","Masculino","Urbana",-0.15,0.26,0.53,127079
"estados","Sergipe","3a","Masculino","Rural",-0.05,0.14,0.25,11437
"estados","Sergipe","3a","Masculino","Urbana",0.02,0.2,0.29,16166
"estados","Tocantins","3a","Masculino","Rural",-0.46,-0.16,0.19,4357
"estados","Tocantins","3a","Masculino","Urbana",-0.26,-0.07,0.14,13816
"estados","Acre","4a","Feminino","Rural",-0.83,-0.54,-0.03,4320
"estados","Acre","4a","Feminino","Urbana",-0.52,-0.31,0.01,5920
"estados","Alagoas","4a","Feminino","Rural",-0.17,-0.05,0.09,16280
"estados","Alagoas","4a","Feminino","Urbana",-0.15,0.01,0.16,25754
"estados","Amapa","4a","Feminino","Rural",-0.94,-0.62,-0.05,1291
"estados","Amapa","4a","Feminino","Urbana",-0.9,-0.55,0.01,4796
"estados","Amazonas","4a","Feminino","Rural",-1.03,-0.7,-0.06,14151
"estados","Amazonas","4a","Feminino","Urbana",-0.72,-0.43,0.03,39629
"estados","Bahia","4a","Feminino","Rural",-0.1,-0.15,-0.12,75645
"estados","Bahia","4a","Feminino","Urbana",-0.05,-0.03,0.01,105284
"estados","Ceara","4a","Feminino","Rural",-0.21,0.01,0.22,52018
"estados","Ceara","4a","Feminino","Urbana",-0.17,0.13,0.36,69000
"estados","Distrito Federal","4a","Feminino","Rural",-0.2,-0.18,-0.09,882
"estados","Distrito Federal","4a","Feminino","Urbana",-0.12,-0.05,0.05,5412
"estados","Espirito Santo","4a","Feminino","Rural",0.07,0.09,0.08,7128
"estados","Espirito Santo","4a","Feminino","Urbana",-0.03,0.07,0.14,18714
"estados","Goias","4a","Feminino","Rural",0.09,0.01,-0.06,3836
"estados","Goias","4a","Feminino","Urbana",0.01,0.05,0.07,34232
"estados","Maranhao","4a","Feminino","Rural",-0.64,-0.54,-0.21,44872
"estados","Maranhao","4a","Feminino","Urbana",-0.46,-0.39,-0.15,63348
"estados","Mato Grosso","4a","Feminino","Rural",-0.17,-0.03,0.12,4179
"estados","Mato Grosso","4a","Feminino","Urbana",-0.08,0.03,0.12,18072
"estados","Mato Grosso do Sul","4a","Feminino","Rural",-0.54,-0.07,0.39,3607
"estados","Mato Grosso do Sul","4a","Feminino","Urbana",-0.15,0.06,0.23,15836
"estados","Minas Gerais","4a","Feminino","Rural",-0.01,-0.01,0,38161
"estados","Minas Gerais","4a","Feminino","Urbana",0.03,0.11,0.14,118046
"estados","Para","4a","Feminino","Rural",-0.88,-0.63,-0.13,41834
"estados","Para","4a","Feminino","Urbana",-0.6,-0.39,-0.02,61998
"estados","Paraiba","4a","Feminino","Rural",-0.07,0.04,0.13,20357
"estados","Paraiba","4a","Feminino","Urbana",-0.05,0.11,0.22,39898
"estados","Parana","4a","Feminino","Rural",-0.08,0.16,0.32,13908
"estados","Parana","4a","Feminino","Urbana",-0.02,0.2,0.32,51261
"estados","Pernambuco","4a","Feminino","Rural",-0.08,0.04,0.14,33101
"estados","Pernambuco","4a","Feminino","Urbana",-0.01,0.14,0.24,59763
"estados","Piaui","4a","Feminino","Rural",-0.36,-0.33,-0.16,20477
"estados","Piaui","4a","Feminino","Urbana",-0.25,-0.19,-0.06,26287
"estados","Rio Grande do Norte","4a","Feminino","Rural",-0.21,0.04,0.26,12321
"estados","Rio Grande do Norte","4a","Feminino","Urbana",-0.22,0.09,0.34,24109
"estados","Rio Grande do Sul","4a","Feminino","Rural",-0.09,0.27,0.5,10816
"estados","Rio Grande do Sul","4a","Feminino","Urbana",-0.12,0.28,0.54,45273
"estados","Rio de Janeiro","4a","Feminino","Rural",-0.03,0.12,0.21,7082
"estados","Rio de Janeiro","4a","Feminino","Urbana",-0.19,0.06,0.28,62434
"estados","Rondonia","4a","Feminino","Rural",0.04,0.01,-0.02,4364
"estados","Rondonia","4a","Feminino","Urbana",-0.17,-0.1,0.01,7159
"estados","Roraima","4a","Feminino","Rural",-0.92,-0.49,0.11,1680
"estados","Roraima","4a","Feminino","Urbana",-0.58,-0.34,0.02,4957
"estados","Santa Catarina","4a","Feminino","Rural",-0.15,0.11,0.3,5269
"estados","Santa Catarina","4a","Feminino","Urbana",-0.22,0.07,0.31,15079
"estados","Sao Paulo","4a","Feminino","Rural",-0.11,0.14,0.31,12368
"estados","Sao Paulo","4a","Feminino","Urbana",-0.08,0.2,0.38,133849
"estados","Sergipe","4a","Feminino","Rural",-0.07,-0.05,-0.01,11985
"estados","Sergipe","4a","Feminino","Urbana",0.02,0.03,0.04,17874
"estados","Tocantins","4a","Feminino","Rural",-0.39,-0.31,-0.11,4526
"estados","Tocantins","4a","Feminino","Urbana",-0.21,-0.23,-0.14,14651
"estados","Acre","4a","Masculino","Rural",-0.81,-0.37,0.25,4363
"estados","Acre","4a","Masculino","Urbana",-0.48,-0.18,0.19,5855
"estados","Alagoas","4a","Masculino","Rural",-0.16,0.07,0.27,16164
"estados","Alagoas","4a","Masculino","Urbana",-0.1,0.15,0.34,24530
"estados","Amapa","4a","Masculino","Rural",-0.94,-0.51,0.17,1324
"estados","Amapa","4a","Masculino","Urbana",-0.83,-0.37,0.26,4738
"estados","Amazonas","4a","Masculino","Rural",-1.03,-0.56,0.18,14271
"estados","Amazonas","4a","Masculino","Urbana",-0.66,-0.27,0.24,38124
"estados","Bahia","4a","Masculino","Rural",-0.08,-0.04,0.02,73162
"estados","Bahia","4a","Masculino","Urbana",-0.03,0.08,0.15,100067
"estados","Ceara","4a","Masculino","Rural",-0.17,0.15,0.4,50563
"estados","Ceara","4a","Masculino","Urbana",-0.12,0.26,0.53,66053
"estados","Distrito Federal","4a","Masculino","Rural",-0.08,0.01,0.1,902
"estados","Distrito Federal","4a","Masculino","Urbana",-0.12,0.04,0.19,5505
"estados","Espirito Santo","4a","Masculino","Rural",0.09,0.23,0.26,7275
"estados","Espirito Santo","4a","Masculino","Urbana",0.02,0.19,0.27,18327
"estados","Goias","4a","Masculino","Rural",0.08,0.15,0.16,3715
"estados","Goias","4a","Masculino","Urbana",0.04,0.16,0.21,33465
"estados","Maranhao","4a","Masculino","Rural",-0.65,-0.43,-0.01,44909
"estados","Maranhao","4a","Masculino","Urbana",-0.46,-0.29,0.01,59978
"estados","Mato Grosso","4a","Masculino","Rural",-0.14,0.09,0.29,4149
