"tabela","categoria","idade_cat","sexo","region_cadunico","prev_excesso","erro_excesso","prev_obesidade","erro_obesidade"
"estados","Bahia","5a","Masculino","Urbana",22.72,0.14,9.03,0.09
"estados","Ceara","5a","Masculino","Rural",30.23,0.21,13.14,0.15
"estados","Ceara","5a","Masculino","Urbana",33.83,0.19,16.11,0.15
"estados","Distrito Federal","5a","Masculino","Rural",19.66,1.43,6.9,0.91
"estados","Distrito Federal","5a","Masculino","Urbana",22.01,0.59,7.66,0.38
"estados","Espirito Santo","5a","Masculino","Rural",23.93,0.51,8.33,0.33
"estados","Espirito Santo","5a","Masculino","Urbana",24.22,0.33,9.07,0.22
"estados","Goias","5a","Masculino","Rural",23.6,0.71,9.62,0.49
"estados","Goias","5a","Masculino","Urbana",24.75,0.24,10.1,0.17
"estados","Maranhao","5a","Masculino","Rural",19.64,0.19,7.09,0.13
"estados","Maranhao","5a","Masculino","Urbana",19.4,0.17,7.26,0.11
"estados","Mato Grosso","5a","Masculino","Rural",24.43,0.7,8.37,0.45
"estados","Mato Grosso","5a","Masculino","Urbana",23.52,0.33,9.07,0.23
"estados","Mato Grosso do Sul","5a","Masculino","Rural",33.05,0.82,9.93,0.52
"estados","Mato Grosso do Sul","5a","Masculino","Urbana",26.51,0.37,9.56,0.25
"estados","Minas Gerais","5a","Masculino","Rural",22.82,0.22,8.79,0.15
"estados","Minas Gerais","5a","Masculino","Urbana",25.86,0.14,10.45,0.1
"estados","Para","5a","Masculino","Rural",20.03,0.2,6.27,0.12
"estados","Para","5a","Masculino","Urbana",19.84,0.17,7.07,0.11
"estados","Paraiba","5a","Masculino","Rural",27.37,0.32,11.43,0.23
"estados","Paraiba","5a","Masculino","Urbana",28.98,0.24,13.04,0.18
"estados","Parana","5a","Masculino","Rural",28.23,0.38,10.36,0.26
"estados","Parana","5a","Masculino","Urbana",29.42,0.21,11.95,0.15
"estados","Pernambuco","5a","Masculino","Rural",28.22,0.26,12.08,0.19
"estados","Pernambuco","5a","Masculino","Urbana",30.95,0.2,14.83,0.16
"estados","Piaui","5a","Masculino","Rural",19.65,0.28,6.73,0.18
"estados","Piaui","5a","Masculino","Urbana",22.55,0.27,8.81,0.18
"estados","Rio Grande do Norte","5a","Masculino","Rural",32.18,0.44,13.58,0.33
"estados","Rio Grande do Norte","5a","Masculino","Urbana",33.51,0.33,15.34,0.25
"estados","Rio Grande do Sul","5a","Masculino","Rural",34.99,0.47,14.14,0.35
"estados","Rio Grande do Sul","5a","Masculino","Urbana",35.66,0.24,14.61,0.18
"estados","Rio de Janeiro","5a","Masculino","Rural",28.06,0.56,11.54,0.4
"estados","Rio de Janeiro","5a","Masculino","Urbana",29.51,0.2,12.42,0.14
"estados","Rondonia","5a","Masculino","Rural",21.93,0.67,8.65,0.45
"estados","Rondonia","5a","Masculino","Urbana",20.56,0.51,7.62,0.33
"estados","Roraima","5a","Masculino","Rural",24.39,1.09,6.76,0.64
"estados","Roraima","5a","Masculino","Urbana",21.35,0.63,7.18,0.39
"estados","Santa Catarina","5a","Masculino","Rural",30.97,0.65,11.32,0.44
"estados","Santa Catarina","5a","Masculino","Urbana",29.91,0.4,11.87,0.28
"estados","Sao Paulo","5a","Masculino","Rural",28.72,0.43,10.87,0.3
"estados","Sao Paulo","5a","Masculino","Urbana",29.91,0.13,12.25,0.1
"estados","Sergipe","5a","Masculino","Rural",24.28,0.42,9.29,0.28
"estados","Sergipe","5a","Masculino","Urbana",26.08,0.36,11.07,0.26
"estados","Tocantins","5a","Masculino","Rural",19.62,0.63,6.62,0.39
"estados","Tocantins","5a","Masculino","Urbana",20.19,0.36,7.24,0.23
"estados","Acre","6a","Feminino","Rural",17.83,0.67,5.44,0.39
"estados","Acre","6a","Feminino","Urbana",18.24,0.57,6.25,0.36
"estados","Alagoas","6a","Feminino","Rural",22.01,0.37,7.55,0.23
"estados","Alagoas","6a","Feminino","Urbana",24.06,0.31,9.49,0.21
"estados","Amapa","6a","Feminino","Rural",13.15,1.11,4.13,0.66
"estados","Amapa","6a","Feminino","Urbana",15.75,0.59,5.13,0.36
"estados","Amazonas","6a","Feminino","Rural",14.84,0.35,5.39,0.22
"estados","Amazonas","6a","Feminino","Urbana",17.77,0.22,6.9,0.15
"estados","Bahia","6a","Feminino","Rural",16.85,0.15,5.56,0.09
"estados","Bahia","6a","Feminino","Urbana",20.84,0.14,7.79,0.09
"estados","Ceara","6a","Feminino","Rural",26.42,0.22,10.03,0.15
"estados","Ceara","6a","Feminino","Urbana",30.04,0.2,12.46,0.14
"estados","Distrito Federal","6a","Feminino","Rural",19.18,1.63,5.48,0.94
"estados","Distrito Federal","6a","Feminino","Urbana",19.8,0.64,7.18,0.42
"estados","Espirito Santo","6a","Feminino","Rural",20.88,0.52,7.19,0.33
"estados","Espirito Santo","6a","Feminino","Urbana",21.97,0.33,8.29,0.22
"estados","Goias","6a","Feminino","Rural",21.01,0.74,7.72,0.48
"estados","Goias","6a","Feminino","Urbana",22.83,0.26,8.66,0.17
"estados","Maranhao","6a","Feminino","Rural",14.91,0.19,4.72,0.11
"estados","Maranhao","6a","Feminino","Urbana",16.6,0.17,5.69,0.1
"estados","Mato Grosso","6a","Feminino","Rural",21.04,0.73,7.33,0.46
"estados","Mato Grosso","6a","Feminino","Urbana",21.02,0.34,8.28,0.23
"estados","Mato Grosso do Sul","6a","Feminino","Rural",25.25,0.81,7.62,0.49
"estados","Mato Grosso do Sul","6a","Feminino","Urbana",21.95,0.38,7.53,0.24
"estados","Minas Gerais","6a","Feminino","Rural",19.7,0.23,7.05,0.15
"estados","Minas Gerais","6a","Feminino","Urbana",23.7,0.14,9.15,0.1
"estados","Para","6a","Feminino","Rural",14.13,0.19,3.94,0.11
"estados","Para","6a","Feminino","Urbana",15.88,0.16,5.17,0.1
"estados","Paraiba","6a","Feminino","Rural",22.98,0.32,8.35,0.21
"estados","Paraiba","6a","Feminino","Urbana",25.3,0.24,10.17,0.17
"estados","Parana","6a","Feminino","Rural",22.54,0.37,7.56,0.24
"estados","Parana","6a","Feminino","Urbana",25.39,0.22,9.59,0.15
"estados","Pernambuco","6a","Feminino","Rural",24.48,0.26,9.04,0.17
"estados","Pernambuco","6a","Feminino","Urbana",28.81,0.21,12.36,0.15
"estados","Piaui","6a","Feminino","Rural",16.37,0.29,5.33,0.17
"estados","Piaui","6a","Feminino","Urbana",19.35,0.28,6.73,0.17
"estados","Rio Grande do Norte","6a","Feminino","Rural",27.94,0.46,10.77,0.32
"estados","Rio Grande do Norte","6a","Feminino","Urbana",30.43,0.34,12.81,0.24
"estados","Rio Grande do Sul","6a","Feminino","Rural",28.94,0.47,11.01,0.33
"estados","Rio Grande do Sul","6a","Feminino","Urbana",31.03,0.24,12.87,0.18
"estados","Rio de Janeiro","6a","Feminino","Rural",26.15,0.57,10.53,0.4
"estados","Rio de Janeiro","6a","Feminino","Urbana",27.44,0.2,11.32,0.14
"estados","Rondonia","6a","Feminino","Rural",17.59,0.64,5.28,0.38
"estados","Rondonia","6a","Feminino","Urbana",17.52,0.5,5.82,0.31
"estados","Roraima","6a","Feminino","Rural",16.33,1.06,4,0.56
"estados","Roraima","6a","Feminino","Urbana",17.67,0.62,5.21,0.36
"estados","Santa Catarina","6a","Feminino","Rural",25.38,0.66,9.41,0.44
"estados","Santa Catarina","6a","Feminino","Urbana",26.54,0.41,10.22,0.28
"estados","Sao Paulo","6a","Feminino","Rural",25.32,0.45,9.33,0.3
"estados","Sao Paulo","6a","Feminino","Urbana",27.69,0.14,11.2,0.1
"estados","Sergipe","6a","Feminino","Rural",20.54,0.42,7.03,0.26
"estados","Sergipe","6a","Feminino","Urbana",24.46,0.37,9.77,0.26
"estados","Tocantins","6a","Feminino","Rural",15.31,0.61,4.15,0.34
"estados","Tocantins","6a","Feminino","Urbana",17.32,0.36,5.91,0.22
"estados","Acre","6a","Masculino","Rural",20.51,0.72,6.34,0.43
"estados","Acre","6a","Masculino","Urbana",20.68,0.62,7.63,0.41
"estados","Alagoas","6a","Masculino","Rural",24.11,0.38,9.88,0.27
"estados","Alagoas","6a","Masculino","Urbana",26.59,0.33,12.41,0.25
"estados","Amapa","6a","Masculino","Rural",16.72,1.22,5.32,0.73
"estados","Amapa","6a","Masculino","Urbana",18.31,0.65,6.81,0.42
"estados","Amazonas","6a","Masculino","Rural",20.14,0.4,7.19,0.26
"estados","Amazonas","6a","Masculino","Urbana",21.37,0.25,8.64,0.17
"estados","Bahia","6a","Masculino","Rural",18.14,0.16,6.8,0.1
"estados","Bahia","6a","Masculino","Urbana",22.14,0.15,9.26,0.1
"estados","Ceara","6a","Masculino","Rural",29.11,0.23,13.27,0.17
"estados","Ceara","6a","Masculino","Urbana",33.15,0.21,16.73,0.17
"estados","Distrito Federal","6a","Masculino","Rural",17.94,1.68,6.11,1.05
"estados","Distrito Federal","6a","Masculino","Urbana",22.96,0.7,9.63,0.49
"estados","Espirito Santo","6a","Masculino","Rural",22.63,0.53,8.47,0.35
"estados","Espirito Santo","6a","Masculino","Urbana",23.39,0.35,9.3,0.24
"estados","Goias","6a","Masculino","Rural",24.24,0.79,10.17,0.55
"estados","Goias","6a","Masculino","Urbana",24.75,0.27,10.78,0.19
"estados","Maranhao","6a","Masculino","Rural",17.37,0.2,6.18,0.13
"estados","Maranhao","6a","Masculino","Urbana",18.67,0.18,7.3,0.12
"estados","Mato Grosso","6a","Masculino","Rural",24.75,0.77,9.98,0.53
"estados","Mato Grosso","6a","Masculino","Urbana",22.53,0.37,9.19,0.25
"estados","Mato Grosso do Sul","6a","Masculino","Rural",31.96,0.88,9.8,0.56
"estados","Mato Grosso do Sul","6a","Masculino","Urbana",25.39,0.41,9.9,0.28
"estados","Minas Gerais","6a","Masculino","Rural",22.33,0.24,8.87,0.16
"estados","Minas Gerais","6a","Masculino","Urbana",25.47,0.15,10.94,0.11
"estados","Para","6a","Masculino","Rural",17.93,0.21,5.86,0.13
"estados","Para","6a","Masculino","Urbana",18.42,0.18,7.13,0.12
"estados","Paraiba","6a","Masculino","Rural",26.12,0.34,11.07,0.24
"estados","Paraiba","6a","Masculino","Urbana",28.53,0.26,13.17,0.19
"estados","Parana","6a","Masculino","Rural",26.84,0.39,10.15,0.27
"estados","Parana","6a","Masculino","Urbana",28.01,0.23,11.66,0.16
"estados","Pernambuco","6a","Masculino","Rural",27.06,0.28,11.7,0.2
"estados","Pernambuco","6a","Masculino","Urbana",30.96,0.23,15.1,0.18
"estados","Piaui","6a","Masculino","Rural",18.43,0.3,6.97,0.2
"estados","Piaui","6a","Masculino","Urbana",21.35,0.3,9.22,0.21
"estados","Rio Grande do Norte","6a","Masculino","Rural",30.97,0.48,14.12,0.36
"estados","Rio Grande do Norte","6a","Masculino","Urbana",33.34,0.36,16.42,0.29
"estados","Rio Grande do Sul","6a","Masculino","Rural",32.45,0.49,13.64,0.36
"estados","Rio Grande do Sul","6a","Masculino","Urbana",34.47,0.26,15.1,0.19
"estados","Rio de Janeiro","6a","Masculino","Rural",26.63,0.59,11.45,0.43
"estados","Rio de Janeiro","6a","Masculino","Urbana",28.91,0.22,13.18,0.16
"estados","Rondonia","6a","Masculino","Rural",20.19,0.72,7.74,0.48
"estados","Rondonia","6a","Masculino","Urbana",19.88,0.55,7.95,0.37
"estados","Roraima","6a","Masculino","Rural",22.74,1.22,5.37,0.66
"estados","Roraima","6a","Masculino","Urbana",19.88,0.69,6.62,0.43
"estados","Santa Catarina","6a","Masculino","Rural",29.13,0.69,11.15,0.48
"estados","Santa Catarina","6a","Masculino","Urbana",28.61,0.43,12.15,0.31
"estados","Sao Paulo","6a","Masculino","Rural",27.21,0.47,10.92,0.33
"estados","Sao Paulo","6a","Masculino","Urbana",29.15,0.15,12.77,0.11
"estados","Sergipe","6a","Masculino","Rural",22.64,0.45,9.36,0.31
"estados","Sergipe","6a","Masculino","Urbana",26.16,0.41,11.57,0.3
"estados","Tocantins","6a","Masculino","Rural",18.29,0.67,6.68,0.43
"estados","Tocantins","6a","Masculino","Urbana",19.46,0.39,7.45,0.26
"estados","Acre","7a","Feminino","Rural",16.43,0.88,4.16,0.47
"estados","Acre","7a","Feminino","Urbana",19.31,0.78,6.9,0.5
"estados","Alagoas","7a","Feminino","Rural",22.92,0.53,8.48,0.35
"estados","Alagoas","7a","Feminino","Urbana",25.96,0.45,11.06,0.32
"estados","Amapa","7a","Feminino","Rural",14.96,1.78,3.24,0.88
"estados","Amapa","7a","Feminino","Urbana",19.01,1.01,6.69,0.64
"estados","Amazonas","7a","Feminino","Rural",16.35,0.5,5.99,0.32
"estados","Amazonas","7a","Feminino","Urbana",20.13,0.32,7.66,0.21
"estados","Bahia","7a","Feminino","Rural",19.31,0.23,6.45,0.15
"estados","Bahia","7a","Feminino","Urbana",23.02,0.21,8.82,0.14
"estados","Ceara","7a","Feminino","Rural",29.27,0.32,11.51,0.22
"estados","Ceara","7a","Feminino","Urbana",32.49,0.29,13.63,0.21
"estados","Distrito Federal","7a","Feminino","Rural",22.68,2.37,5.75,1.32
"estados","Distrito Federal","7a","Feminino","Urbana",24.09,0.93,8.72,0.61
"estados","Espirito Santo","7a","Feminino","Rural",21.52,0.78,7.22,0.49
"estados","Espirito Santo","7a","Feminino","Urbana",23.78,0.48,8.74,0.32
"estados","Goias","7a","Feminino","Rural",25,1.07,9.05,0.71
"estados","Goias","7a","Feminino","Urbana",26.49,0.39,10.42,0.27
"estados","Maranhao","7a","Feminino","Rural",16.56,0.27,5.14,0.16
"estados","Maranhao","7a","Feminino","Urbana",18.37,0.24,6.27,0.15
"estados","Mato Grosso","7a","Feminino","Rural",23.85,1.06,9.11,0.72
"estados","Mato Grosso","7a","Feminino","Urbana",24.42,0.49,9.48,0.33
"estados","Mato Grosso do Sul","7a","Feminino","Rural",25.71,1.07,7.96,0.66
"estados","Mato Grosso do Sul","7a","Feminino","Urbana",25.14,0.51,9.19,0.34
"estados","Minas Gerais","7a","Feminino","Rural",21.35,0.32,7.62,0.21
"estados","Minas Gerais","7a","Feminino","Urbana",25.73,0.21,10.29,0.14
"estados","Para","7a","Feminino","Rural",15.04,0.26,4.37,0.15
"estados","Para","7a","Feminino","Urbana",18.88,0.24,6.18,0.15
"estados","Paraiba","7a","Feminino","Rural",25.64,0.49,9.4,0.33
"estados","Paraiba","7a","Feminino","Urbana",27.64,0.38,11.47,0.27
"estados","Parana","7a","Feminino","Rural",24.14,0.52,8.38,0.33
"estados","Parana","7a","Feminino","Urbana",27.06,0.3,10.65,0.21
"estados","Pernambuco","7a","Feminino","Rural",27.16,0.39,10.39,0.27
"estados","Pernambuco","7a","Feminino","Urbana",30.75,0.31,12.74,0.23
"estados","Piaui","7a","Feminino","Rural",18.52,0.44,5.79,0.26
"estados","Piaui","7a","Feminino","Urbana",21.58,0.42,8.04,0.28
"estados","Rio Grande do Norte","7a","Feminino","Rural",30.06,0.72,11.71,0.5
"estados","Rio Grande do Norte","7a","Feminino","Urbana",32.68,0.51,14.05,0.38
"estados","Rio Grande do Sul","7a","Feminino","Rural",30.43,0.69,11.39,0.47
"estados","Rio Grande do Sul","7a","Feminino","Urbana",33.85,0.36,14.36,0.27
"estados","Rio de Janeiro","7a","Feminino","Rural",27.02,0.87,11.61,0.63
"estados","Rio de Janeiro","7a","Feminino","Urbana",29.75,0.3,12.35,0.22
"estados","Rondonia","7a","Feminino","Rural",19.98,0.99,6.78,0.62
"estados","Rondonia","7a","Feminino","Urbana",21.58,0.82,8.18,0.54
"estados","Roraima","7a","Feminino","Rural",16.45,1.59,2.93,0.72
"estados","Roraima","7a","Feminino","Urbana",18.44,0.91,6.4,0.57
"estados","Santa Catarina","7a","Feminino","Rural",28.71,0.93,11.05,0.64
"estados","Santa Catarina","7a","Feminino","Urbana",28.22,0.56,11.26,0.39
"estados","Sao Paulo","7a","Feminino","Rural",26.97,0.65,10.85,0.46
"estados","Sao Paulo","7a","Feminino","Urbana",30.21,0.21,12.57,0.15
"estados","Sergipe","7a","Feminino","Rural",22.41,0.63,8.45,0.42
"estados","Sergipe","7a","Feminino","Urbana",26.98,0.59,10.12,0.4
"estados","Tocantins","7a","Feminino","Rural",17.36,0.87,5.82,0.54
"estados","Tocantins","7a","Feminino","Urbana",18.38,0.5,6.36,0.32
"estados","Acre","7a","Masculino","Rural",18.99,1.2,5.24,0.68
"estados","Acre","7a","Masculino","Urbana",20.03,1.13,6.92,0.72
"estados","Alagoas","7a","Masculino","Rural",22.35,0.66,9.26,0.46
"estados","Alagoas","7a","Masculino","Urbana",26.79,0.59,13.07,0.45
"estados","Amapa","7a","Masculino","Rural",15.87,2.22,3.32,1.09
"estados","Amapa","7a","Masculino","Urbana",21.15,1.33,7.23,0.84
"estados","Amazonas","7a","Masculino","Rural",19.31,0.68,7.59,0.45
"estados","Amazonas","7a","Masculino","Urbana",21.97,0.45,9.72,0.32
"estados","Bahia","7a","Masculino","Rural",18.86,0.28,7.24,0.19
"estados","Bahia","7a","Masculino","Urbana",23.02,0.27,9.85,0.19
"estados","Ceara","7a","Masculino","Rural",30.81,0.41,13.82,0.31
"estados","Ceara","7a","Masculino","Urbana",34.09,0.39,16.95,0.31
"estados","Distrito Federal","7a","Masculino","Rural",24.52,3.46,10.32,2.44
"estados","Distrito Federal","7a","Masculino","Urbana",23.53,1.22,9.61,0.85
"estados","Espirito Santo","7a","Masculino","Rural",22.46,0.88,8.49,0.59
"estados","Espirito Santo","7a","Masculino","Urbana",22.71,0.58,9.53,0.41
"estados","Goias","7a","Masculino","Rural",23.81,1.29,9.89,0.9
"estados","Goias","7a","Masculino","Urbana",25.3,0.46,10.92,0.33
"estados","Maranhao","7a","Masculino","Rural",16.16,0.34,5.52,0.21
"estados","Maranhao","7a","Masculino","Urbana",19.48,0.32,7.41,0.21
"estados","Mato Grosso","7a","Masculino","Rural",25.55,1.32,9.78,0.9
"estados","Mato Grosso","7a","Masculino","Urbana",23.62,0.63,10.75,0.46
"estados","Mato Grosso do Sul","7a","Masculino","Rural",28.96,1.44,9.38,0.93
"estados","Mato Grosso do Sul","7a","Masculino","Urbana",27.59,0.67,11.07,0.47
"estados","Minas Gerais","7a","Masculino","Rural",22.25,0.37,9.04,0.26
"estados","Minas Gerais","7a","Masculino","Urbana",25.92,0.24,11.5,0.17
"estados","Para","7a","Masculino","Rural",17.37,0.37,5.66,0.22
"estados","Para","7a","Masculino","Urbana",20.32,0.33,7.7,0.22
"estados","Paraiba","7a","Masculino","Rural",25.78,0.55,10.5,0.39
"estados","Paraiba","7a","Masculino","Urbana",28.94,0.45,13.96,0.35
"estados","Parana","7a","Masculino","Rural",26.69,0.58,10.65,0.4
"estados","Parana","7a","Masculino","Urbana",28.67,0.35,12.57,0.25
"estados","Pernambuco","7a","Masculino","Rural",28.07,0.5,12.39,0.37
"estados","Pernambuco","7a","Masculino","Urbana",31.44,0.41,15.38,0.32
"estados","Piaui","7a","Masculino","Rural",18.38,0.51,6.92,0.34
"estados","Piaui","7a","Masculino","Urbana",22.4,0.54,10.08,0.39
"estados","Rio Grande do Norte","7a","Masculino","Rural",31.3,0.87,14.18,0.66
"estados","Rio Grande do Norte","7a","Masculino","Urbana",33.48,0.63,15.81,0.49
"estados","Rio Grande do Sul","7a","Masculino","Rural",32.28,0.77,14.2,0.57
"estados","Rio Grande do Sul","7a","Masculino","Urbana",34.54,0.41,15.67,0.32
"estados","Rio de Janeiro","7a","Masculino","Rural",27.42,1.04,12.13,0.76
"estados","Rio de Janeiro","7a","Masculino","Urbana",29.35,0.4,13.88,0.3
"estados","Rondonia","7a","Masculino","Rural",21.1,1.34,7.79,0.88
"estados","Rondonia","7a","Masculino","Urbana",20.98,1.04,9.22,0.74
"estados","Roraima","7a","Masculino","Rural",25.47,2.43,7.45,1.46
"estados","Roraima","7a","Masculino","Urbana",17.24,1.28,5.52,0.77
"estados","Santa Catarina","7a","Masculino","Rural",27.78,0.98,11.49,0.69
"estados","Santa Catarina","7a","Masculino","Urbana",29.05,0.65,12.99,0.48
"estados","Sao Paulo","7a","Masculino","Rural",27.38,0.79,11.29,0.56
"estados","Sao Paulo","7a","Masculino","Urbana",30.49,0.26,14.08,0.2
"estados","Sergipe","7a","Masculino","Rural",23.5,0.82,10.33,0.59
"estados","Sergipe","7a","Masculino","Urbana",28.16,0.81,12.86,0.6
"estados","Tocantins","7a","Masculino","Rural",16.67,1.11,6.51,0.74
"estados","Tocantins","7a","Masculino","Urbana",19.97,0.65,8.17,0.45
"estados","Acre","8a","Feminino","Rural",18.04,1.04,4.67,0.57
"estados","Acre","8a","Feminino","Urbana",21.68,0.94,7.45,0.6
"estados","Alagoas","8a","Feminino","Rural",25.56,0.62,9.69,0.42
"estados","Alagoas","8a","Feminino","Urbana",28.13,0.56,11.99,0.4
"estados","Amapa","8a","Feminino","Rural",16.81,2.42,4.2,1.3
"estados","Amapa","8a","Feminino","Urbana",21.11,1.37,6.88,0.85
"estados","Amazonas","8a","Feminino","Rural",15.17,0.55,4.21,0.31
"estados","Amazonas","8a","Feminino","Urbana",21.66,0.39,7.3,0.25
"estados","Bahia","8a","Feminino","Rural",22.35,0.3,7.7,0.19
"estados","Bahia","8a","Feminino","Urbana",26.51,0.29,10.49,0.2
"estados","Ceara","8a","Feminino","Rural",31.15,0.37,11.6,0.26
"estados","Ceara","8a","Feminino","Urbana",34.39,0.36,13.98,0.26
"estados","Distrito Federal","8a","Feminino","Rural",21.58,2.98,4.74,1.54
"estados","Distrito Federal","8a","Feminino","Urbana",25.33,1.21,8.13,0.76
"estados","Espirito Santo","8a","Feminino","Rural",26,1.02,9.47,0.68
"estados","Espirito Santo","8a","Feminino","Urbana",26.49,0.61,11.26,0.44
"estados","Goias","8a","Feminino","Rural",25.71,1.23,10.24,0.85
"estados","Goias","8a","Feminino","Urbana",30.07,0.49,12.13,0.35
"estados","Maranhao","8a","Feminino","Rural",18.82,0.31,6.42,0.19
"estados","Maranhao","8a","Feminino","Urbana",20.56,0.29,7.31,0.18
"estados","Mato Grosso","8a","Feminino","Rural",26.71,1.25,10.13,0.85
"estados","Mato Grosso","8a","Feminino","Urbana",27.91,0.59,11.65,0.42
"estados","Mato Grosso do Sul","8a","Feminino","Rural",27.75,1.2,7.92,0.72
"estados","Mato Grosso do Sul","8a","Feminino","Urbana",26.76,0.58,9.32,0.38
"estados","Minas Gerais","8a","Feminino","Rural",23.82,0.38,8.49,0.25
"estados","Minas Gerais","8a","Feminino","Urbana",27.96,0.25,11.15,0.18
"estados","Para","8a","Feminino","Rural",17.37,0.32,5.01,0.18
"estados","Para","8a","Feminino","Urbana",21.69,0.29,7.18,0.18
"estados","Paraiba","8a","Feminino","Rural",27.95,0.61,10.27,0.41
"estados","Paraiba","8a","Feminino","Urbana",29.74,0.48,11.27,0.33
"estados","Parana","8a","Feminino","Rural",27.08,0.63,9.4,0.41
"estados","Parana","8a","Feminino","Urbana",30.58,0.38,12.05,0.27
"estados","Pernambuco","8a","Feminino","Rural",28.63,0.46,11.41,0.32
"estados","Pernambuco","8a","Feminino","Urbana",32.82,0.39,13.18,0.28
"estados","Piaui","8a","Feminino","Rural",22.15,0.57,7.84,0.37
"estados","Piaui","8a","Feminino","Urbana",26.68,0.58,9.94,0.39
"estados","Rio Grande do Norte","8a","Feminino","Rural",33.92,0.88,13.54,0.64
"estados","Rio Grande do Norte","8a","Feminino","Urbana",35.21,0.66,14.71,0.49
"estados","Rio Grande do Sul","8a","Feminino","Rural",35.46,0.89,14.2,0.65
"estados","Rio Grande do Sul","8a","Feminino","Urbana",36.74,0.47,16.65,0.37
"estados","Rio de Janeiro","8a","Feminino","Rural",30.07,1.15,12.91,0.84
"estados","Rio de Janeiro","8a","Feminino","Urbana",33.28,0.4,14.48,0.3
"estados","Rondonia","8a","Feminino","Rural",21.09,1.19,5.27,0.65
"estados","Rondonia","8a","Feminino","Urbana",23.73,0.99,7.91,0.63
"estados","Roraima","8a","Feminino","Rural",20.3,2.01,3.76,0.95
"estados","Roraima","8a","Feminino","Urbana",24.16,1.16,8.1,0.74
"estados","Santa Catarina","8a","Feminino","Rural",29.79,1.08,11.92,0.77
"estados","Santa Catarina","8a","Feminino","Urbana",31.78,0.67,13.05,0.48
"estados","Sao Paulo","8a","Feminino","Rural",29.39,0.79,12.35,0.57
"estados","Sao Paulo","8a","Feminino","Urbana",32.52,0.26,13.61,0.19
"estados","Sergipe","8a","Feminino","Rural",25.22,0.75,9.13,0.5
"estados","Sergipe","8a","Feminino","Urbana",30.71,0.74,11.08,0.5
"estados","Tocantins","8a","Feminino","Rural",20.7,1.02,6.05,0.6
"estados","Tocantins","8a","Feminino","Urbana",22.19,0.6,8.21,0.4
"estados","Acre","8a","Masculino","Rural",14.57,2.87,4.64,1.71
"estados","Acre","8a","Masculino","Urbana",20.73,3.17,7.93,2.11
"estados","Alagoas","8a","Masculino","Rural",23.08,1.27,8.88,0.86
"estados","Alagoas","8a","Masculino","Urbana",26.47,1.14,13.81,0.89
"estados","Amapa","8a","Masculino","Rural",9.09,6.13,4.55,4.44
"estados","Amapa","8a","Masculino","Urbana",21.92,3.42,8.9,2.36
"estados","Amazonas","8a","Masculino","Rural",18.33,1.43,6.57,0.92
"estados","Amazonas","8a","Masculino","Urbana",20.79,0.86,9.38,0.62
"estados","Bahia","8a","Masculino","Rural",20.16,0.67,7.53,0.44
"estados","Bahia","8a","Masculino","Urbana",24.22,0.7,11.12,0.51
"estados","Ceara","8a","Masculino","Rural",30.49,0.91,14,0.69
"estados","Ceara","8a","Masculino","Urbana",37.34,0.88,19.82,0.72
"estados","Distrito Federal","8a","Masculino","Rural",37.5,17.12,12.5,11.69
"estados","Distrito Federal","8a","Masculino","Urbana",22.39,5.09,11.94,3.96
"estados","Espirito Santo","8a","Masculino","Rural",27.45,1.82,12.15,1.33
"estados","Espirito Santo","8a","Masculino","Urbana",24.95,1.1,11.35,0.81
"estados","Goias","8a","Masculino","Rural",25,2.33,9.59,1.59
"estados","Goias","8a","Masculino","Urbana",29.28,0.88,13.6,0.67
"estados","Maranhao","8a","Masculino","Rural",16.38,0.73,5.68,0.46
"estados","Maranhao","8a","Masculino","Urbana",19.31,0.68,7.32,0.45
"estados","Mato Grosso","8a","Masculino","Rural",27.54,2.56,11.48,1.83
"estados","Mato Grosso","8a","Masculino","Urbana",27.06,1.16,12.44,0.86
"estados","Mato Grosso do Sul","8a","Masculino","Rural",26.67,2.85,12.92,2.16
"estados","Mato Grosso do Sul","8a","Masculino","Urbana",30.29,1.12,13.24,0.83
"estados","Minas Gerais","8a","Masculino","Rural",22.96,0.54,9.83,0.38
"estados","Minas Gerais","8a","Masculino","Urbana",27.97,0.36,13.36,0.27
"estados","Para","8a","Masculino","Rural",18.13,0.86,5.84,0.53
"estados","Para","8a","Masculino","Urbana",22.48,0.8,9.31,0.56
"estados","Paraiba","8a","Masculino","Rural",24.53,0.98,9.53,0.67
"estados","Paraiba","8a","Masculino","Urbana",29.59,0.95,14.17,0.73
"estados","Parana","8a","Masculino","Rural",27.7,0.79,11.76,0.57
"estados","Parana","8a","Masculino","Urbana",29.6,0.49,14.38,0.38
"estados","Pernambuco","8a","Masculino","Rural",28.29,1.28,14.72,1.01
"estados","Pernambuco","8a","Masculino","Urbana",30.94,1.01,15.86,0.8
"estados","Piaui","8a","Masculino","Rural",19.12,1.29,8.06,0.89
"estados","Piaui","8a","Masculino","Urbana",23.61,1.19,12.35,0.92
"estados","Rio Grande do Norte","8a","Masculino","Rural",32.35,1.95,16.87,1.56
"estados","Rio Grande do Norte","8a","Masculino","Urbana",35.29,1.27,18.78,1.04
"estados","Rio Grande do Sul","8a","Masculino","Rural",34.68,1.25,15.25,0.94
"estados","Rio Grande do Sul","8a","Masculino","Urbana",37.55,0.64,18.74,0.52
