"tabela","categoria","idade_cat","sexo","region_cadunico","prev_excesso","erro_excesso","prev_obesidade","erro_obesidade"
"raca","Preta","7a","Masculino","Urbana",26.38,0.55,11.88,0.4
"raca","Amarela","8a","Feminino","Rural",27.64,2.33,11.11,1.64
"raca","Amarela","8a","Feminino","Urbana",25.93,1.8,11.11,1.29
"raca","Branca","8a","Feminino","Rural",27.47,0.23,10.21,0.16
"raca","Branca","8a","Feminino","Urbana",31.29,0.15,12.75,0.11
"raca","Indígena","8a","Feminino","Rural",22.75,0.85,5.87,0.47
"raca","Indígena","8a","Feminino","Urbana",22.98,1.33,6.99,0.81
"raca","NI","8a","Feminino","Rural",25.08,0.61,10.01,0.43
"raca","NI","8a","Feminino","Urbana",30.34,0.41,12.68,0.3
"raca","Parda","8a","Feminino","Rural",23.09,0.14,8.08,0.09
"raca","Parda","8a","Feminino","Urbana",26.82,0.11,10.36,0.08
"raca","Preta","8a","Feminino","Rural",22.37,0.87,8.09,0.57
"raca","Preta","8a","Feminino","Urbana",29.93,0.61,12.52,0.44
"raca","Amarela","8a","Masculino","Rural",20.33,3.63,4.07,1.78
"raca","Amarela","8a","Masculino","Urbana",21.39,3,8.02,1.99
"raca","Branca","8a","Masculino","Rural",27.39,0.39,11.94,0.28
"raca","Branca","8a","Masculino","Urbana",31.78,0.24,15.74,0.19
"raca","Indígena","8a","Masculino","Rural",23.53,3.89,7.56,2.42
"raca","Indígena","8a","Masculino","Urbana",23.53,3.64,8.82,2.43
"raca","NI","8a","Masculino","Rural",23.45,1.22,9.5,0.84
"raca","NI","8a","Masculino","Urbana",30.41,0.77,15.3,0.6
"raca","Parda","8a","Masculino","Rural",21.97,0.31,8.94,0.21
"raca","Parda","8a","Masculino","Urbana",26.68,0.23,12.44,0.17
"raca","Preta","8a","Masculino","Rural",25.84,1.71,10.49,1.19
"raca","Preta","8a","Masculino","Urbana",28.95,1,14.11,0.76
"raca","Amarela","9a","Feminino","Rural",24.12,1.94,5.98,1.08
"raca","Amarela","9a","Feminino","Urbana",28.72,1.88,8.65,1.17
"raca","Branca","9a","Feminino","Rural",28.79,0.24,9.86,0.16
"raca","Branca","9a","Feminino","Urbana",32.21,0.16,12.57,0.11
"raca","Indígena","9a","Feminino","Rural",23.63,0.91,6.7,0.54
"raca","Indígena","9a","Feminino","Urbana",27.63,1.51,9.36,0.98
"raca","NI","9a","Feminino","Rural",27.36,0.63,9.13,0.41
"raca","NI","9a","Feminino","Urbana",31.71,0.43,12.03,0.3
"raca","Parda","9a","Feminino","Rural",23.91,0.14,7.71,0.09
"raca","Parda","9a","Feminino","Urbana",27.85,0.12,9.97,0.08
"raca","Preta","9a","Feminino","Rural",26.11,0.9,8.77,0.58
"raca","Preta","9a","Feminino","Urbana",30.32,0.63,11.86,0.44
"raca","Amarela","9a","Masculino","Rural",25.77,4.44,8.25,2.79
"raca","Amarela","9a","Masculino","Urbana",30.97,3.71,13.55,2.75
"raca","Branca","9a","Masculino","Rural",29.43,0.43,12.91,0.31
"raca","Branca","9a","Masculino","Urbana",34.4,0.27,17.3,0.22
"raca","Indígena","9a","Masculino","Rural",28.33,4.11,10.83,2.84
"raca","Indígena","9a","Masculino","Urbana",22.88,3.4,9.15,2.33
"raca","NI","9a","Masculino","Rural",25.64,1.35,10.64,0.95
"raca","NI","9a","Masculino","Urbana",33.11,0.88,16.28,0.69
"raca","Parda","9a","Masculino","Rural",23.88,0.35,9.95,0.24
"raca","Parda","9a","Masculino","Urbana",28.74,0.27,13.46,0.2
"raca","Preta","9a","Masculino","Rural",23.36,1.81,7.48,1.12
"raca","Preta","9a","Masculino","Urbana",32.59,1.15,16.18,0.9
