"tabela","categoria","idade_cat","sexo","med_altura","med_peso","med_imc","n_dist"
"estados","Distrito Federal","9a","Masculino",0.06,0.35,0.41,54
"estados","Espirito Santo","9a","Masculino",0.13,0.29,0.25,1462
"estados","Goias","9a","Masculino",0.22,0.4,0.34,2332
"estados","Maranhao","9a","Masculino",-0.45,-0.28,-0.07,4926
"estados","Mato Grosso","9a","Masculino",0.17,0.32,0.26,1451
"estados","Mato Grosso do Sul","9a","Masculino",0.08,0.37,0.43,1612
"estados","Minas Gerais","9a","Masculino",0.13,0.31,0.29,18558
"estados","Para","9a","Masculino",-0.5,-0.23,0.05,3953
"estados","Paraiba","9a","Masculino",-0.04,0.19,0.25,3297
"estados","Parana","9a","Masculino",0.06,0.42,0.5,9591
"estados","Pernambuco","9a","Masculino",-0.03,0.24,0.31,2559
"estados","Piaui","9a","Masculino",-0.21,0.02,0.13,1790
"estados","Rio Grande do Norte","9a","Masculino",-0.07,0.37,0.53,1638
"estados","Rio Grande do Sul","9a","Masculino",0.11,0.65,0.79,5815
"estados","Rio de Janeiro","9a","Masculino",0.17,0.4,0.39,2053
"estados","Rondonia","9a","Masculino",0.06,0.21,0.19,658
"estados","Roraima","9a","Masculino",-0.3,0.11,0.32,118
"estados","Santa Catarina","9a","Masculino",0.04,0.43,0.55,3206
"estados","Sao Paulo","9a","Masculino",0.2,0.56,0.58,8319
"estados","Sergipe","9a","Masculino",0.08,0.13,0.05,827
"estados","Tocantins","9a","Masculino",-0.07,0,0.01,1581
"raca","Amarela","0 - 5m","Feminino",-0.6,-0.14,0.28,249
"raca","Branca","0 - 5m","Feminino",-0.7,-0.36,0.05,45107
"raca","Indígena","0 - 5m","Feminino",-0.72,0.03,0.61,281
"raca","Parda","0 - 5m","Feminino",-0.47,-0.1,0.24,56056
"raca","Preta","0 - 5m","Feminino",-0.72,-0.29,0.16,5321
"raca","Amarela","0 - 5m","Masculino",-0.64,-0.28,0.12,232
"raca","Branca","0 - 5m","Masculino",-0.81,-0.41,0.05,45651
"raca","Indígena","0 - 5m","Masculino",-0.76,-0.07,0.52,307
"raca","Parda","0 - 5m","Masculino",-0.66,-0.16,0.3,57962
"raca","Preta","0 - 5m","Masculino",-0.81,-0.33,0.17,5655
"raca","Amarela","06 - 11m","Feminino",-0.31,0.24,0.59,779
"raca","Branca","06 - 11m","Feminino",-0.28,0.2,0.5,95636
"raca","Indígena","06 - 11m","Feminino",-0.8,0.01,0.66,2157
"raca","Parda","06 - 11m","Feminino",-0.33,0.3,0.68,207605
"raca","Preta","06 - 11m","Feminino",-0.37,0.21,0.59,16317
"raca","Amarela","06 - 11m","Masculino",-0.49,0.17,0.62,731
"raca","Branca","06 - 11m","Masculino",-0.43,0.15,0.54,92763
"raca","Indígena","06 - 11m","Masculino",-1.11,-0.11,0.73,2223
"raca","Parda","06 - 11m","Masculino",-0.53,0.21,0.71,205409
"raca","Preta","06 - 11m","Masculino",-0.57,0.13,0.62,16432
"raca","Amarela","12 - 17m","Feminino",-0.39,0.33,0.79,1299
"raca","Branca","12 - 17m","Feminino",-0.34,0.33,0.74,142753
"raca","Indígena","12 - 17m","Feminino",-1.14,-0.14,0.76,4513
"raca","Parda","12 - 17m","Feminino",-0.46,0.29,0.79,340770
"raca","Preta","12 - 17m","Feminino",-0.47,0.26,0.75,25703
"raca","Amarela","12 - 17m","Masculino",-0.67,0.17,0.78,1182
"raca","Branca","12 - 17m","Masculino",-0.49,0.25,0.75,136581
"raca","Indígena","12 - 17m","Masculino",-1.42,-0.35,0.69,4472
"raca","Parda","12 - 17m","Masculino",-0.67,0.18,0.79,335374
"raca","Preta","12 - 17m","Masculino",-0.7,0.13,0.74,25857
"raca","Amarela","18 - 23m","Feminino",-0.39,0.2,0.62,1679
"raca","Branca","18 - 23m","Feminino",-0.33,0.31,0.73,182793
"raca","Indígena","18 - 23m","Feminino",-1.3,-0.28,0.74,6571
"raca","Parda","18 - 23m","Feminino",-0.46,0.21,0.7,449968
"raca","Preta","18 - 23m","Feminino",-0.43,0.21,0.68,32844
"raca","Amarela","18 - 23m","Masculino",-0.51,0.1,0.59,1670
"raca","Branca","18 - 23m","Masculino",-0.44,0.24,0.73,173457
"raca","Indígena","18 - 23m","Masculino",-1.53,-0.44,0.73,6514
"raca","Parda","18 - 23m","Masculino",-0.63,0.1,0.7,443287
"raca","Preta","18 - 23m","Masculino",-0.64,0.09,0.69,33100
"raca","Amarela","2a","Feminino",-0.23,0.1,0.33,3182
"raca","Branca","2a","Feminino",-0.15,0.24,0.47,346877
"raca","Indígena","2a","Feminino",-1.19,-0.38,0.53,13335
"raca","Parda","2a","Feminino",-0.3,0.07,0.36,858142
"raca","Preta","2a","Feminino",-0.25,0.11,0.37,59907
"raca","Amarela","2a","Masculino",-0.34,0.06,0.38,3177
"raca","Branca","2a","Masculino",-0.22,0.22,0.49,330872
"raca","Indígena","2a","Masculino",-1.31,-0.44,0.57,13220
"raca","Parda","2a","Masculino",-0.41,0.03,0.4,849534
"raca","Preta","2a","Masculino",-0.37,0.06,0.4,61110
"raca","Amarela","3a","Feminino",-0.18,0.03,0.21,3674
"raca","Branca","3a","Feminino",-0.12,0.17,0.37,404754
"raca","Indígena","3a","Feminino",-1.17,-0.47,0.42,15195
"raca","Parda","3a","Feminino",-0.27,-0.04,0.19,970145
"raca","Preta","3a","Feminino",-0.16,0.05,0.22,64461
"raca","Amarela","3a","Masculino",-0.21,0.05,0.28,3712
"raca","Branca","3a","Masculino",-0.1,0.24,0.46,385590
"raca","Indígena","3a","Masculino",-1.21,-0.42,0.56,15148
"raca","Parda","3a","Masculino",-0.28,0.02,0.3,963023
"raca","Preta","3a","Masculino",-0.2,0.09,0.33,65754
"raca","Amarela","4a","Feminino",-0.26,-0.11,0.08,3791
"raca","Branca","4a","Feminino",-0.1,0.12,0.28,438124
"raca","Indígena","4a","Feminino",-1.1,-0.51,0.27,15015
"raca","Parda","4a","Feminino",-0.24,-0.11,0.07,970898
"raca","Preta","4a","Feminino",-0.1,0.01,0.11,57618
"raca","Amarela","4a","Masculino",-0.14,0.04,0.2,3907
"raca","Branca","4a","Masculino",-0.05,0.25,0.43,413140
"raca","Indígena","4a","Masculino",-1.09,-0.41,0.47,14410
"raca","Parda","4a","Masculino",-0.21,0.01,0.23,947390
"raca","Preta","4a","Masculino",-0.11,0.1,0.27,58168
"raca","Amarela","5a","Feminino",-0.26,-0.16,-0.02,3849
"raca","Branca","5a","Feminino",-0.03,0.16,0.24,436302
"raca","Indígena","5a","Feminino",-0.95,-0.47,0.18,13139
"raca","Parda","5a","Feminino",-0.17,-0.08,0.03,888873
"raca","Preta","5a","Feminino",-0.01,0.06,0.08,45768
"raca","Amarela","5a","Masculino",-0.21,0.01,0.19,3902
"raca","Branca","5a","Masculino",-0.03,0.26,0.39,407445
"raca","Indígena","5a","Masculino",-1.02,-0.41,0.37,12733
"raca","Parda","5a","Masculino",-0.2,0.01,0.18,857621
"raca","Preta","5a","Masculino",-0.07,0.13,0.22,45899
"raca","Amarela","6a","Feminino",-0.18,-0.1,-0.04,3361
"raca","Branca","6a","Feminino",0.04,0.22,0.24,385428
"raca","Indígena","6a","Feminino",-0.85,-0.36,0.21,10497
"raca","Parda","6a","Feminino",-0.11,-0.01,0.05,733730
"raca","Preta","6a","Feminino",0.05,0.14,0.12,30350
"raca","Amarela","6a","Masculino",-0.25,-0.09,0.06,3333
"raca","Branca","6a","Masculino",0,0.25,0.34,355721
"raca","Indígena","6a","Masculino",-0.94,-0.35,0.37,9579
"raca","Parda","6a","Masculino",-0.18,0,0.13,693889
"raca","Preta","6a","Masculino",-0.05,0.12,0.19,30499
"raca","Amarela","7a","Feminino",-0.04,0.05,0.04,1384
"raca","Branca","7a","Feminino",0.13,0.32,0.3,190163
"raca","Indígena","7a","Feminino",-0.75,-0.26,0.23,5101
"raca","Parda","7a","Feminino",-0.02,0.1,0.1,368768
"raca","Preta","7a","Feminino",0.12,0.23,0.18,11604
"raca","Amarela","7a","Masculino",-0.2,-0.03,0.11,988
"raca","Branca","7a","Masculino",0.07,0.31,0.35,131344
"raca","Indígena","7a","Masculino",-0.84,-0.32,0.31,2957
"raca","Parda","7a","Masculino",-0.11,0.04,0.12,230396
"raca","Preta","7a","Masculino",0.01,0.18,0.22,8821
"raca","Amarela","8a","Feminino",-0.03,0.13,0.17,963
"raca","Branca","8a","Feminino",0.12,0.35,0.35,135217
"raca","Indígena","8a","Feminino",-0.76,-0.22,0.29,3454
"raca","Parda","8a","Feminino",-0.02,0.12,0.16,257980
"raca","Preta","8a","Feminino",0.13,0.29,0.26,7955
"raca","Amarela","8a","Masculino",-0.09,-0.05,-0.04,310
"raca","Branca","8a","Masculino",0.09,0.39,0.43,49952
"raca","Indígena","8a","Masculino",-0.66,-0.24,0.22,255
"raca","Parda","8a","Masculino",-0.05,0.11,0.16,53704
"raca","Preta","8a","Masculino",0.12,0.31,0.3,2734
"raca","Amarela","9a","Feminino",-0.12,0.09,0.19,1063
"raca","Branca","9a","Feminino",0.05,0.3,0.34,126785
"raca","Indígena","9a","Feminino",-0.76,-0.2,0.3,3055
"raca","Parda","9a","Feminino",-0.1,0.08,0.15,236306
"raca","Preta","9a","Feminino",0.06,0.23,0.23,7775
"raca","Amarela","9a","Masculino",-0.13,0.08,0.17,252
"raca","Branca","9a","Masculino",0.09,0.42,0.47,41361
"raca","Indígena","9a","Masculino",-0.45,-0.11,0.19,273
"raca","Parda","9a","Masculino",-0.09,0.13,0.21,43132
"raca","Preta","9a","Masculino",0.1,0.35,0.38,2217
